codigo_material,descricao,categoria,unidade_medida,preco_unitario,estoque_atual,estoque_minimo,fornecedor_principal,data_cadastro,ultima_movimentacao,status,centro_custo,ncm,localizacao_fisica,responsavel_cadastro
MAT-00171,"Cabo 2,5mm² Latão",Elétrico,CX,19.43,2800,,Suprimentos PQR,2024-11-18,2025-08-16,Ativo,MAN-001,84831728,D-01-04,Carlos Oliveira
MAT-00172,Desinfetante Aço,Limpeza,M,59.87,4424,145,Importadora JKL,2024-12-06,2024-12-19,Inativo,ADM-001,73089960,,Paula Lima
MAT-00173,Parafuso M16 PVC,Fixação,KG,424.58,2390,51,Materiais STU,2024-12-13,2025-05-26,Bloqueado,MAN-002,40169193,,Carlos Oliveira
MAT-00174,LED Inox,Eletrônico,M²,33.71,2200,298,Metalúrgica ABC,2025-01-29,2025-10-08,Ativo,LOG-001,73269927,,Ana Costa
MAT-00175,Bota Latão,EPI,GL,9.37,4691,461,Industrial GHI,2025-12-23,2026-07-03,Ativo,ADM-001,84831629,E-20-02,Maria Santos
MAT-00176,Graxa Inox,Lubrificante,M,904.41,3566,113,Comercial DEF,2024-11-21,2025-03-31,Ativo,LOG-001,39174669,D-18-03,Pedro Souza
MAT-00177,Luva XG Latão,EPI,PCT,384.32,4641,311,Distribuidora XYZ,2024-11-11,2024-11-11,Ativo,,73269998,,Fernanda Rocha
MAT-00178,Vassoura Aço,Limpeza,PCT,1256.45,3290,29,Suprimentos PQR,2024-06-10,2025-04-17,Ativo,LOG-001,00000000,,Pedro Souza
MAT-00179,Conexão Latão,Pneumático,KG,2.36,2461,,Materiais STU,2025-05-12,2025-08-16,Inativo,ADM-001,84841292,D-07-04,Fernanda Rocha
MAT-00180,Spray Latão,Lubrificante,KG,55.61,1111,409,Fornecedor VWX,2024-09-13,2024-12-07,Ativo,,73181355,A-15-01,Paula Lima
MAT-00181,Base PVC,Químico,GL,93.08,250,133,Nacional MNO,2025-08-04,2025-09-06,Bloqueado,ADM-001,,,Maria Santos
MAT-00182,Conexão Aço,Pneumático,M,6.51,1693,147,Suprimentos PQR,2026-01-26,2026-01-26,Bloqueado,LOG-002,00000000,A-08-03,Pedro Souza
MAT-00183,Base Plástico,Químico,CX,29.64,2475,356,Fornecedor VWX,2024-02-28,2024-11-03,Ativo,LOG-001,,C-18-05,Pedro Souza
MAT-00184,Cilindro em Plástico,Pneumático,CX,2.69,2447,,Comercial DEF,2024-03-25,2024-03-25,Inativo,PRO-001,73269797,,Pedro Souza
MAT-00185,Conexão Plástico,Pneumático,M,74.2,4379,336,,2024-12-22,2025-03-30,Ativo,LOG-002,,C-04-04,Carlos Oliveira
MAT-00186,Catalisador Latão,Químico,CX,2.3,1829,391,Importadora JKL,2025-06-04,2025-10-30,Ativo,ADM-001,40169574,A-16-01,Maria Santos
MAT-00187,Etiqueta Aço,Embalagem,PCT,4.19,1235,80,Industrial GHI,2025-08-08,2026-01-17,Ativo,MAN-001,85443897,A-16-03,Carlos Oliveira
MAT-00188,Resistor Aço,Eletrônico,M,1.77,1297,260,Distribuidora XYZ,2024-05-15,2025-02-08,Inativo,MAN-002,39174588,D-01-01,Ana Costa
MAT-00189,Solvente PVC,Químico,GL,1385.82,2038,,Nacional MNO,2025-02-06,2025-08-08,Ativo,LOG-002,,,Fernanda Rocha
MAT-00190,Catalisador Alumínio,Químico,L,91.12,2942,394,Industrial GHI,2024-09-09,2024-09-09,Ativo,LOG-002,,F-01-05,Carlos Oliveira
MAT-00191,Chave Plástico,Ferramentas,M²,6.27,4865,,Distribuidora XYZ,2025-02-13,2025-03-07,Ativo,MAN-002,85369489,A-18-03,Fernanda Rocha
MAT-00192,Ácido Cobre,Químico,UN,69.55,4262,148,Comercial DEF,2025-09-20,2026-05-26,Ativo,MAN-001,84841903,A-16-02,Ana Costa
MAT-00193,Fluido Inox,Lubrificante,PCT,13.55,4066,476,Industrial GHI,2025-05-30,2025-09-15,Ativo,,,,Fernanda Rocha
MAT-00194,Lâmpada Aço,Elétrico,KG,6.48,3741,161,,2025-11-23,2026-02-08,Ativo,MAN-001,73269920,,Maria Santos
MAT-00195,Chave Latão,Ferramentas,CX,49.39,2197,459,Distribuidora XYZ,2026-01-08,2026-02-27,Ativo,,39174567,C-13-04,Ricardo Alves
MAT-00196,Papel Inox,Escritório,UN,8.46,849,223,,2025-09-06,2026-01-22,Ativo,ADM-001,39174897,C-20-01,Carlos Oliveira
MAT-00197,Caixa Plástico,Embalagem,KG,38.28,4299,,Industrial GHI,2024-10-12,2025-01-08,Ativo,,39269593,C-13-02,João Silva
MAT-00198,Porca M12 Alumínio,Fixação,L,1034.13,1973,179,Importadora JKL,2024-05-06,2024-05-06,Inativo,MAN-002,39269180,D-15-05,Fernanda Rocha
MAT-00199,furadeira PVC,Ferramentas,UN,883.44,4564,,,2024-10-01,2025-05-28,Ativo,,73089311,F-15-03,Paula Lima
MAT-00200,Anel Latão,Peças,GL,6.04,2976,376,Materiais STU,2025-12-30,2026-01-28,Ativo,MAN-001,73269949,F-10-05,Paula Lima
MAT-00201,Solvente Inox,Químico,PCT,1260.62,1536,71,Suprimentos PQR,2025-11-07,2026-04-05,Ativo,MAN-002,73181748,F-19-01,Fernanda Rocha
MAT-00202,etiqueta Alumínio,Embalagem,UN,0.58,3545,439,Materiais STU,2024-04-20,2025-03-18,Ativo,PRO-001,85443206,D-20-05,Paula Lima
MAT-00203,Bota Alumínio,EPI,M,96.72,2409,241,,2025-01-26,2025-11-03,Ativo,PRO-001,73089981,,Ana Costa
MAT-00204,Válvula Cobre,Hidráulico,L,6.54,1456,267,Fornecedor VWX,2024-05-25,2025-04-12,Ativo,MAN-001,,,Pedro Souza
MAT-00205,suporte Alumínio,Acessórios,L,207.55,2187,,Comercial DEF,2024-12-18,2025-01-28,Ativo,LOG-001,40169308,E-02-03,Fernanda Rocha
MAT-00206,Serra Latão,Ferramentas,GL,55.98,2356,364,Metalúrgica ABC,2024-06-03,2024-11-14,Ativo,ADM-001,73181113,F-09-02,Fernanda Rocha
MAT-00207,Vedação Latão,Peças,M,9.65,2409,239,Comercial DEF,2025-07-08,2025-10-02,Ativo,,,D-02-04,Pedro Souza
MAT-00208,Capacete Inox,EPI,M²,986.03,1268,30,Comercial DEF,2025-05-29,2025-05-29,Ativo,MAN-002,,C-03-03,Ana Costa
MAT-00209,Cabo 16mm² Latão,Elétrico,GL,1.01,1812,,Industrial GHI,2024-09-08,2025-01-28,Ativo,LOG-002,84831643,D-18-01,Maria Santos
MAT-00210,Grampeador Inox,Escritório,M,6.86,2629,205,Distribuidora XYZ,2025-03-06,2025-05-20,Ativo,,73269626,E-15-04,João Silva
MAT-00211,Válvula PVC,Pneumático,KG,1916.92,4407,283,Metalúrgica ABC,2024-04-27,2025-03-10,Ativo,PRO-001,39174955,A-07-05,Ricardo Alves
MAT-00212,Caneta Aço,Escritório,CX,239.17,1458,416,Importadora JKL,2025-12-12,2026-01-24,Ativo,MAN-002,39174561,F-13-04,Paula Lima
MAT-00213,Parafuso M6 Alumínio,Fixação,KG,5.9,594,193,Fornecedor VWX,2025-01-21,2025-03-29,Ativo,MAN-001,85369490,D-01-04,Carlos Oliveira
MAT-00214,Capacete Cobre,EPI,GL,67.06,2441,356,Nacional MNO,2025-07-13,2026-04-21,Ativo,LOG-001,73181105,E-20-04,Maria Santos
MAT-00215,Mangueira Inox,Pneumático,GL,449.59,2070,,Distribuidora XYZ,2025-07-23,2025-07-23,Bloqueado,PRO-001,00000000,C-03-03,Maria Santos
MAT-00216,Mangueira PVC,Hidráulico,M,1277.08,1585,172,,2024-07-09,2025-03-25,Ativo,PRO-001,,,Paula Lima
MAT-00217,Rolamento PVC,Mecânico,M,6.44,2266,440,Nacional MNO,2025-09-04,2026-03-26,Bloqueado,MAN-002,73269893,,Maria Santos
MAT-00218,Lâmpada Aço,Elétrico,L,2.04,626,382,Distribuidora XYZ,2024-05-03,2025-01-17,Ativo,ADM-001,,E-07-01,Pedro Souza
MAT-00219,Bota Cobre,EPI,CX,90.23,4830,385,Importadora JKL,2024-08-20,2025-03-05,Ativo,MAN-002,73269614,,Carlos Oliveira
MAT-00220,Graxa Plástico,Lubrificante,L,4.89,2939,30,Industrial GHI,2024-09-15,2024-09-18,Ativo,MAN-001,39269143,F-07-05,Paula Lima
MAT-00221,Eixo em Aço,Mecânico,KG,5.26,2240,,Importadora JKL,2024-10-31,2024-11-17,Inativo,PRO-001,39174474,E-03-05,Pedro Souza
MAT-00222,Bucha Plástico,Mecânico,CX,53.39,4949,,,2025-07-10,2025-08-07,Ativo,LOG-001,73089758,C-07-02,Carlos Oliveira
MAT-00223,Lâmpada Cobre,Elétrico,M,39.72,928,256,,2025-02-18,2025-02-25,Inativo,LOG-001,39269144,B-19-05,Carlos Oliveira
MAT-00224,Lâmpada Aço,Elétrico,L,590.69,1474,274,Suprimentos PQR,2024-05-20,2025-01-29,Ativo,PRO-001,40169187,,Fernanda Rocha
MAT-00225,Anel Inox,Peças,L,8.22,1489,,Fornecedor VWX,2024-10-18,2025-01-14,Bloqueado,,84831170,B-13-04,Carlos Oliveira
MAT-00226,Martelo Alumínio,Ferramentas,GL,8.28,4960,59,Comercial DEF,2026-02-07,2026-09-24,Ativo,ADM-001,73089870,A-03-04,Carlos Oliveira
MAT-00227,clipe Latão,Acessórios,GL,88.73,4340,,Industrial GHI,2024-06-16,2024-10-28,Ativo,,84831200,,Fernanda Rocha
MAT-00228,Óleo PVC,Lubrificante,GL,27.01,58,305,Fornecedor VWX,2025-06-30,2026-01-08,Ativo,PRO-001,73269518,C-04-02,Ricardo Alves
MAT-00229,Pasta PVC,Escritório,PCT,6.16,3255,,Industrial GHI,2024-07-04,2024-12-27,Ativo,MAN-001,73089668,D-09-03,Paula Lima
MAT-00230,Pasta Cobre,Lubrificante,M,72.94,1325,61,Industrial GHI,2024-03-03,2024-10-27,Ativo,LOG-002,00000000,,Fernanda Rocha
MAT-00231,Presilha Aço,Acessórios,CX,171.74,3148,486,Suprimentos PQR,2024-06-19,2024-09-07,Ativo,LOG-002,85369549,A-07-05,Pedro Souza
MAT-00232,Registro Alumínio,Hidráulico,M,6.77,2946,132,Metalúrgica ABC,2026-01-20,2026-05-30,Inativo,MAN-001,,E-07-05,João Silva
MAT-00233,Solvente Aço,Químico,GL,3.55,2265,125,,2024-03-05,2024-11-03,Ativo,,85443516,,Maria Santos
MAT-00234,Óculos Aço,EPI,M²,8.15,4709,138,Materiais STU,2025-04-28,2025-10-20,Ativo,,85369797,D-19-01,Fernanda Rocha
MAT-00235,Chave Plástico,Ferramentas,M,2.38,2586,221,Nacional MNO,2025-06-04,2026-05-27,Ativo,,40169195,D-11-01,Carlos Oliveira
MAT-00236,Plástico Inox,Embalagem,M²,1517.7,1557,265,,2025-04-08,2025-07-22,Ativo,LOG-002,00000000,B-20-03,Carlos Oliveira
MAT-00237,Óleo Aço,Lubrificante,RL,7.67,4435,500,Metalúrgica ABC,2025-11-06,2026-08-03,Ativo,MAN-002,84831989,,Pedro Souza
MAT-00238,bucha Inox,Mecânico,RL,0.42,2844,211,Comercial DEF,2025-07-11,2026-06-18,Bloqueado,MAN-001,,,Maria Santos
MAT-00239,Módulo Latão,Eletrônico,GL,34.25,2810,197,Comercial DEF,2025-02-18,2025-08-25,Ativo,,39174386,,Carlos Oliveira
MAT-00240,Desinfetante em Latão,Limpeza,M,8.58,1606,84,Comercial DEF,2024-03-23,2024-06-20,Inativo,MAN-002,85443969,F-17-05,Paula Lima
MAT-00241,Spray PVC,Lubrificante,UN,72.15,491,120,Importadora JKL,2024-10-13,2024-10-13,Bloqueado,PRO-001,,C-12-05,Pedro Souza
MAT-00242,Sensor Aço,Eletrônico,M,6.53,4410,,Importadora JKL,2026-02-03,2026-07-28,Bloqueado,PRO-001,85369180,D-20-03,Fernanda Rocha
MAT-00243,Caneta Cobre,Escritório,CX,65.11,3315,444,Distribuidora XYZ,2025-09-28,2025-09-28,Ativo,MAN-001,,C-20-04,Pedro Souza
MAT-00244,Gancho Cobre,Acessórios,RL,26.55,189,,Industrial GHI,2024-11-25,2024-11-25,Ativo,LOG-002,,A-03-04,João Silva
MAT-00245,Prego Latão,Fixação,KG,23.97,3193,168,Industrial GHI,2025-01-13,2025-07-22,Ativo,LOG-002,73089958,,Paula Lima
MAT-00246,Junta Plástico,Peças,GL,5.53,1106,,Fornecedor VWX,2025-03-27,2025-08-31,Inativo,ADM-001,,C-16-05,Ana Costa
MAT-00247,Pasta PVC,Lubrificante,M²,120.06,4287,427,,2025-11-24,2026-06-25,Ativo,PRO-001,85369873,D-10-01,Ricardo Alves
MAT-00248,Fluido Inox,Lubrificante,GL,47.06,4592,233,Suprimentos PQR,2025-04-30,2025-08-25,Inativo,LOG-002,40169181,D-08-05,Pedro Souza
MAT-00249,Filtro Latão,Pneumático,M,1.91,2372,66,Materiais STU,2024-04-30,2025-03-20,Bloqueado,,,B-02-05,João Silva
MAT-00250,tomada PVC,Elétrico,UN,23.56,4043,121,Nacional MNO,2025-11-11,2026-03-18,Bloqueado,PRO-001,73181438,A-05-01,Pedro Souza
MAT-00251,Óleo Alumínio,Lubrificante,M,2.58,3125,434,Metalúrgica ABC,2025-01-18,2025-07-03,Bloqueado,LOG-002,73181303,D-04-05,Ana Costa
MAT-00252,Plástico PVC,Embalagem,UN,5.54,1000,139,,2025-01-21,2025-06-29,Ativo,PRO-001,,B-14-03,João Silva
MAT-00253,Lâmpada Aço,Elétrico,M,179.79,3893,362,Comercial DEF,2025-05-17,2025-09-10,Ativo,MAN-002,84841802,E-11-01,João Silva
MAT-00254,Capacitor Cobre,Eletrônico,KG,542.08,4574,413,Nacional MNO,2024-05-04,2024-06-15,Ativo,PRO-001,39174466,F-05-03,João Silva
MAT-00255,Papelão Alumínio,Embalagem,RL,454.59,2848,175,Materiais STU,2024-03-02,2024-09-25,Ativo,LOG-001,73089258,D-10-03,Paula Lima
MAT-00256,Etiqueta Plástico,Embalagem,UN,3.7,1956,174,Distribuidora XYZ,2026-02-23,2026-07-03,Ativo,ADM-001,85369884,,Pedro Souza
MAT-00257,LED Aço,Eletrônico,UN,1.38,256,113,Distribuidora XYZ,2024-12-31,2025-01-04,Inativo,PRO-001,85369638,E-19-03,João Silva
MAT-00258,Módulo Cobre,Eletrônico,RL,8.34,3834,420,Metalúrgica ABC,2025-07-12,2025-11-24,Ativo,ADM-001,40169641,A-03-03,Maria Santos
MAT-00259,"Tubo 3/4"" Aço",Hidráulico,M,1348.07,4669,330,Comercial DEF,2024-09-10,2025-01-29,Ativo,PRO-001,,F-15-04,Maria Santos
MAT-00260,Lâmpada Plástico,Elétrico,L,6.04,2886,472,,2025-08-23,2026-01-19,Inativo,PRO-001,39174945,,Ana Costa
MAT-00261,Desinfetante Plástico,Limpeza,M²,50.72,3252,,Metalúrgica ABC,2024-08-14,2024-08-14,Ativo,MAN-001,73181407,,João Silva
MAT-00262,Spray Alumínio,Lubrificante,L,974.7,1278,80,Importadora JKL,2024-03-19,2024-05-11,Ativo,MAN-001,40169194,E-13-05,Ana Costa
MAT-00263,Base Latão,Químico,RL,6.93,4720,429,,2025-12-06,2025-12-06,Inativo,LOG-001,73181889,C-12-04,Ricardo Alves
MAT-00264,Abraçadeira Cobre,Acessórios,UN,6.36,443,166,Fornecedor VWX,2025-10-23,2025-10-23,Ativo,MAN-001,73089814,,Ricardo Alves
MAT-00265,etiqueta Alumínio,Embalagem,M²,1.57,2753,52,,2024-06-24,2025-03-25,Inativo,MAN-001,00000000,E-14-02,Carlos Oliveira
MAT-00266,Fita Plástico,Embalagem,M,9.97,4294,136,Industrial GHI,2024-07-31,2024-07-31,Ativo,LOG-001,39174533,C-12-02,Paula Lima
MAT-00267,Resistor Latão,Eletrônico,CX,9.9,3622,329,Comercial DEF,2024-06-25,2024-09-06,Ativo,LOG-002,84841215,F-02-02,Carlos Oliveira
MAT-00268,Rolamento PVC,Peças,KG,52.41,2718,117,,2025-05-05,2025-11-19,Ativo,ADM-001,,F-05-01,Ricardo Alves
MAT-00269,Balde Aço,Limpeza,UN,0.0,2222,37,Materiais STU,2024-04-15,2024-05-18,Inativo,PRO-001,40169778,F-12-01,João Silva
MAT-00270,Conexão Inox,Pneumático,GL,1.09,2584,258,Fornecedor VWX,2024-04-30,2024-12-17,Bloqueado,ADM-001,73181140,,Paula Lima
MAT-00271,Fita Aço,Embalagem,CX,37.21,4106,151,Metalúrgica ABC,2025-01-17,2025-01-17,Ativo,LOG-002,,D-05-01,Ricardo Alves
MAT-00272,Máscara Latão,EPI,M,61.56,3493,,Nacional MNO,2024-03-31,2024-06-28,Ativo,ADM-001,,,Carlos Oliveira
MAT-00273,Bucha Inox,Mecânico,GL,7.22,1508,172,,2025-09-28,2026-03-18,Inativo,MAN-001,85369863,F-09-02,Ana Costa
MAT-00274,Martelo Aço,Ferramentas,M²,6.16,4885,128,,2025-10-12,2025-10-12,Bloqueado,LOG-002,73089966,E-16-03,Carlos Oliveira
MAT-00275,Junta Plástico,Peças,M,1552.62,122,,Importadora JKL,2025-01-23,2025-12-04,Ativo,,,D-20-04,Paula Lima
MAT-00276,Anel Plástico,Peças,UN,8.26,2563,211,,2024-11-12,2024-11-12,Ativo,,,A-08-05,Ricardo Alves
MAT-00277,Catalisador Plástico,Químico,UN,935.15,2494,406,Importadora JKL,2026-01-14,2026-04-20,Ativo,PRO-001,73089245,D-15-01,Maria Santos
MAT-00278,Lâmpada Inox,Elétrico,CX,26.1,4835,469,Industrial GHI,2024-07-04,2024-10-29,Ativo,,85443835,F-04-01,Maria Santos
MAT-00279,Base Aço,Químico,PCT,9.75,1309,203,Fornecedor VWX,2024-11-20,2025-04-19,Ativo,LOG-002,85443283,,Pedro Souza
MAT-00280,Mangueira Cobre,Pneumático,L,0.13,2073,16,Materiais STU,2024-11-24,2025-06-27,Ativo,ADM-001,85369343,B-19-04,Fernanda Rocha
MAT-00281,Rolamento Alumínio,Mecânico,M,2.85,4567,429,Industrial GHI,2024-11-28,2024-11-28,Ativo,LOG-001,85443974,,Pedro Souza
MAT-00282,Resistor Aço,Eletrônico,L,640.32,4873,,Fornecedor VWX,2025-11-26,2026-07-22,Ativo,LOG-001,84841886,C-11-03,Ricardo Alves
MAT-00283,Junta Latão,Peças,M²,20.98,2248,178,Fornecedor VWX,2025-12-16,2026-11-11,Ativo,ADM-001,00000000,E-17-01,Fernanda Rocha
MAT-00284,Catalisador Latão,Químico,M²,86.3,2127,279,,2024-03-20,2024-10-16,Bloqueado,ADM-001,85369604,B-20-02,Pedro Souza
MAT-00285,"Tubo 1.1/4"" Aço",Hidráulico,KG,2.15,3396,221,Metalúrgica ABC,2026-02-22,2026-11-04,Ativo,,39269806,C-09-01,Pedro Souza
MAT-00286,Filtro PVC,Pneumático,KG,3.48,4660,325,Metalúrgica ABC,2024-09-23,2025-02-15,Ativo,PRO-001,85369585,A-05-04,Carlos Oliveira
MAT-00287,Clips PVC,Escritório,PCT,0.65,4268,,Nacional MNO,2024-11-09,2025-02-21,Ativo,MAN-001,84841252,C-01-03,Ricardo Alves
MAT-00288,Caneta Alumínio,Escritório,L,8.66,2525,371,Nacional MNO,2024-08-25,2025-02-18,Ativo,MAN-002,,,Pedro Souza
MAT-00289,Tomada Latão,Elétrico,KG,12.24,3953,473,Fornecedor VWX,2025-11-01,2026-05-24,Ativo,,85443887,A-17-02,Ana Costa
MAT-00290,Reagente Plástico,Químico,GL,690.86,360,361,,2026-01-17,2026-03-05,Ativo,,84831876,C-07-03,Ana Costa
MAT-00291,Válvula Alumínio,Hidráulico,RL,2.8,1290,150,,2025-05-06,2025-05-06,Ativo,LOG-002,73089458,E-11-03,Carlos Oliveira
MAT-00292,Catalisador Inox,Químico,M²,3.45,3634,35,,2025-05-09,2025-05-09,Ativo,MAN-002,73181188,D-13-02,Fernanda Rocha
MAT-00293,Pano PVC,Limpeza,GL,1853.29,3814,,Comercial DEF,2025-02-24,2025-07-24,Ativo,MAN-002,40169800,,Ana Costa
MAT-00294,Registro PVC,Hidráulico,PCT,1842.8,2706,413,Nacional MNO,2025-09-29,2025-10-29,Bloqueado,,,D-06-03,Paula Lima
MAT-00295,Desinfetante Alumínio,Limpeza,CX,0.8,2474,282,,2024-07-15,2024-09-23,Ativo,,,D-03-03,Ana Costa
MAT-00296,Retentor Plástico,Peças,PCT,3.49,1934,98,Distribuidora XYZ,2024-03-15,2024-09-07,Ativo,,84831574,C-18-01,Fernanda Rocha
MAT-00297,Interruptor Aço,Elétrico,PCT,68.05,503,56,Industrial GHI,2025-04-14,2025-12-21,Ativo,LOG-002,85443563,E-10-04,Fernanda Rocha
MAT-00298,Válvula PVC,Hidráulico,M²,9.37,2820,55,Metalúrgica ABC,2025-07-28,2025-12-16,Ativo,,,E-02-01,Paula Lima
MAT-00299,Chave Inox,Ferramentas,PCT,7.15,3326,205,Suprimentos PQR,2025-05-11,2025-05-15,Bloqueado,LOG-002,39269668,,Carlos Oliveira
MAT-00300,Válvula Inox,Pneumático,L,4.92,3577,79,Distribuidora XYZ,2024-04-08,2024-10-05,Inativo,,85443565,E-14-05,Fernanda Rocha
MAT-00301,Correia Inox,Mecânico,UN,8.48,1939,374,Fornecedor VWX,2025-02-25,2025-10-09,Ativo,,73181681,D-12-01,Fernanda Rocha
MAT-00302,Ácido Cobre,Químico,M²,17.04,4997,55,Industrial GHI,2025-12-04,2026-08-19,Ativo,PRO-001,73089917,E-10-05,João Silva
MAT-00303,clipe Latão,Acessórios,GL,5.78,2715,225,Nacional MNO,2025-03-09,2025-06-28,Ativo,LOG-001,84831867,,João Silva
MAT-00304,Clips Inox,Escritório,M²,6.28,2349,258,Distribuidora XYZ,2024-10-27,2025-03-09,Ativo,LOG-002,84831387,C-09-01,Maria Santos
MAT-00305,Balde Cobre,Limpeza,RL,25.79,1934,,Comercial DEF,2025-08-29,2026-02-16,Ativo,,84831941,B-16-04,Ricardo Alves
MAT-00306,Mangueira Cobre,Hidráulico,M,8.43,445,338,Importadora JKL,2024-04-18,2024-04-30,Ativo,MAN-002,39174587,C-16-05,Ana Costa
MAT-00307,Eixo Plástico,Mecânico,GL,0.22,3676,205,Nacional MNO,2024-03-26,2024-03-26,Ativo,ADM-001,73269964,,Paula Lima
MAT-00308,Cilindro PVC,Pneumático,PCT,70.78,1980,385,Industrial GHI,2025-05-26,2026-02-17,Ativo,MAN-001,73089110,,João Silva
MAT-00309,Bucha Aço,Mecânico,CX,35.5,1581,27,Metalúrgica ABC,2025-11-15,2026-09-08,Ativo,,84841825,A-03-05,Carlos Oliveira
MAT-00310,Bucha Latão,Mecânico,KG,2.61,3825,,Distribuidora XYZ,2024-04-22,2024-10-22,Ativo,MAN-001,,A-09-01,Ricardo Alves
MAT-00311,Rolamento PVC,Mecânico,M²,231.86,1643,,Suprimentos PQR,2025-03-20,2025-03-20,Ativo,ADM-001,39174323,,Pedro Souza
MAT-00312,Chave Aço,Ferramentas,M²,0.29,4077,86,Metalúrgica ABC,2026-01-19,2026-05-13,Ativo,LOG-002,00000000,E-01-05,Fernanda Rocha
MAT-00313,Papelão Latão,Embalagem,KG,0.13,3949,,Fornecedor VWX,2024-12-04,2025-04-08,Ativo,MAN-002,73181747,F-03-03,Paula Lima
MAT-00314,Alicate Cobre,Ferramentas,GL,829.91,1564,163,Suprimentos PQR,2024-11-10,2025-08-09,Ativo,MAN-002,84841747,,João Silva
MAT-00315,Registro Inox,Hidráulico,KG,6.47,4093,283,Materiais STU,2026-01-29,2026-02-14,Ativo,LOG-001,73269906,F-02-04,Maria Santos
MAT-00316,Registro Plástico,Hidráulico,GL,1200.76,590,28,Comercial DEF,2024-04-25,2024-12-20,Ativo,LOG-002,00000000,B-02-03,Maria Santos
MAT-00317,Fita Latão,Embalagem,KG,1230.46,1806,42,,2024-06-08,2024-10-05,Ativo,LOG-001,84831658,B-11-02,João Silva
MAT-00318,Pano Aço,Limpeza,PCT,802.86,1351,234,Industrial GHI,2025-08-30,2025-11-01,Ativo,PRO-001,84831485,B-01-04,Maria Santos
MAT-00319,Porca M16 Aço,Fixação,PCT,7.94,3899,,Comercial DEF,2026-02-16,2026-04-14,Bloqueado,MAN-002,39269278,E-02-05,Carlos Oliveira
MAT-00320,Catalisador Aço,Químico,M²,10.41,1930,108,Distribuidora XYZ,2024-09-30,2025-07-31,Ativo,ADM-001,73089324,D-07-03,João Silva
MAT-00321,Conexão Cobre,Hidráulico,RL,24.38,353,37,Nacional MNO,2025-10-31,2026-01-12,Ativo,ADM-001,85369144,,Carlos Oliveira
MAT-00322,Interruptor Alumínio,Elétrico,RL,3.33,1628,392,Nacional MNO,2026-01-25,2026-06-26,Ativo,LOG-001,39269855,D-07-04,Ana Costa
MAT-00323,serra Plástico,Ferramentas,L,64.85,1458,208,,2024-10-29,2025-08-24,Ativo,MAN-001,39269443,,João Silva
MAT-00324,Cilindro Latão,Pneumático,PCT,752.79,2417,319,Comercial DEF,2025-10-07,2026-05-27,Ativo,,73089975,B-03-04,Fernanda Rocha
MAT-00325,Retentor Plástico,Peças,M²,913.41,2020,,,2025-07-17,2026-04-17,Ativo,ADM-001,73181527,A-02-04,João Silva
MAT-00326,Eixo Plástico,Mecânico,KG,31.65,4575,395,Metalúrgica ABC,2024-08-29,2024-10-27,Ativo,MAN-001,40169344,,Fernanda Rocha
MAT-00327,Caneta Cobre,Escritório,UN,4.69,1135,,Suprimentos PQR,2025-04-17,2026-01-15,Bloqueado,PRO-001,73181981,F-03-04,Paula Lima
MAT-00328,Óculos Plástico,EPI,GL,2.15,663,327,,2026-01-21,2026-10-04,Ativo,LOG-001,84841492,C-15-05,João Silva
MAT-00329,Capacitor Cobre,Eletrônico,KG,7.76,1133,181,,2025-02-13,2025-07-24,Ativo,PRO-001,,C-09-05,Ricardo Alves
MAT-00330,Cilindro PVC,Pneumático,RL,0.0,3851,373,Fornecedor VWX,2025-12-30,2026-03-21,Bloqueado,ADM-001,,,Fernanda Rocha
MAT-00331,Furadeira Inox,Ferramentas,KG,624.29,1212,264,Comercial DEF,2025-12-03,2026-08-15,Ativo,MAN-001,39174798,,Paula Lima
MAT-00332,Rolamento PVC,Mecânico,UN,2.4,4256,340,Nacional MNO,2024-11-26,2025-09-14,Ativo,MAN-002,84831781,,Fernanda Rocha
MAT-00333,Etiqueta Inox,Embalagem,M²,594.01,3966,200,Importadora JKL,2025-04-18,2025-06-26,Ativo,MAN-001,,E-06-05,Pedro Souza
MAT-00334,Disjuntor Inox,Elétrico,UN,5.79,3611,143,Nacional MNO,2025-08-28,2026-06-15,Ativo,PRO-001,,B-12-04,Carlos Oliveira
MAT-00335,Luva GG Aço,EPI,L,9.29,1278,12,,2025-04-21,2026-02-04,Ativo,MAN-002,40169872,,Fernanda Rocha
MAT-00336,Resistor Cobre,Eletrônico,UN,1146.82,2523,22,,2024-03-20,2024-10-06,Ativo,LOG-001,73269156,E-07-05,Ana Costa
MAT-00337,graxa Aço,Lubrificante,KG,4.0,4017,172,,2025-05-15,2025-08-22,Inativo,LOG-002,39174478,D-12-01,Pedro Souza
MAT-00338,LED Plástico,Eletrônico,KG,89.9,3404,421,,2025-03-01,2025-08-06,Ativo,ADM-001,84831188,B-07-03,Fernanda Rocha
MAT-00339,Vedação Aço,Peças,PCT,877.98,2239,222,Comercial DEF,2024-09-04,2025-03-23,Ativo,LOG-002,85443952,,Fernanda Rocha
MAT-00340,Prego PVC,Fixação,RL,81.21,1261,144,Importadora JKL,2025-04-20,2025-09-27,Ativo,,40169527,B-16-02,João Silva
MAT-00341,Furadeira Aço,Ferramentas,CX,5.7,2112,331,Materiais STU,2025-05-16,2025-11-08,Ativo,MAN-001,85443695,A-05-03,Fernanda Rocha
