codigo_material,descricao,categoria,unidade_medida,status,desc_inicio_minusculo,categoria_inconsistente,uom_nao_maiusculo,total_problemas
MAT-00342,Item 342 teste,EMBALAGEM,Pc,ATIVO,NAO,NAO,SIM,1
MAT-00343,Item 343 teste,Elétrico,pc,INATIVO,NAO,NAO,SIM,1
MAT-00344,Item 344 teste,Elétrico,Lt,Inativo,NAO,NAO,SIM,1
MAT-00346,Item 346 teste,Embalagem,Lt,ATIVO,NAO,NAO,SIM,1
MAT-00332,Item 332 teste,hidraulico,Pc,Inativo,NAO,NAO,SIM,1
MAT-00333,Item 333 teste,Escritório,Und,Inativo,NAO,NAO,SIM,1
MAT-00337,Item 337 teste,mecânico,cx,Ativo,NAO,NAO,SIM,1
MAT-00338,Item 338 teste,EMBALAGEM,lt,ATIVO,NAO,NAO,SIM,1
MAT-00339,Item 339 teste,Embalagem,l,ATIVO,NAO,NAO,SIM,1
MAT-00324,Item 324 teste,Escritório,Un,ATIVO,NAO,NAO,SIM,1
MAT-00325,Item 325 teste,mecânico,kg,Ativo,NAO,NAO,SIM,1
MAT-00328,Item 328 teste,Embalagem,Kg,Ativo,NAO,NAO,SIM,1
MAT-00330,Item 330 teste,EMBALAGEM,lt,ATIVO,NAO,NAO,SIM,1
MAT-00381,Item 381 teste,Mecânico,kg,Inativo,NAO,NAO,SIM,1
MAT-00382,Item 382 teste,Embalagem,und,ativo,NAO,NAO,SIM,1
MAT-00385,Item 385 teste,hidraulico,lt,ATIVO,NAO,NAO,SIM,1
MAT-00386,Item 386 teste,Escritório,pc,Inativo,NAO,NAO,SIM,1
MAT-00387,Item 387 teste,ELETRICO,Und,ativo,NAO,NAO,SIM,1
MAT-00372,Item 372 teste,Hidráulico,Pc,ativo,NAO,NAO,SIM,1
MAT-00375,Item 375 teste,hidraulico,und,Ativo,NAO,NAO,SIM,1
MAT-00376,Item 376 teste,Embalagem,cx,Inativo,NAO,NAO,SIM,1
MAT-00377,Item 377 teste,Elétrico,Un,ativo,NAO,NAO,SIM,1
MAT-00379,Item 379 teste,Escritório,lt,Inativo,NAO,NAO,SIM,1
MAT-00365,Item 365 teste,ELETRICO,cx,INATIVO,NAO,NAO,SIM,1
MAT-00366,Item 366 teste,Mecânico,Kg,ativo,NAO,NAO,SIM,1
MAT-00367,Item 367 teste,Embalagem,Und,INATIVO,NAO,NAO,SIM,1
MAT-00368,Item 368 teste,ELETRICO,pc,ATIVO,NAO,NAO,SIM,1
MAT-00369,Item 369 teste,ELETRICO,und,ativo,NAO,NAO,SIM,1
MAT-00370,Item 370 teste,hidraulico,Und,Inativo,NAO,NAO,SIM,1
MAT-00356,Item 356 teste,Hidráulico,lt,Ativo,NAO,NAO,SIM,1
MAT-00357,Item 357 teste,Escritório,Pc,ativo,NAO,NAO,SIM,1
MAT-00359,Item 359 teste,Hidráulico,un,ATIVO,NAO,NAO,SIM,1
MAT-00362,Item 362 teste,Escritório,Un,Inativo,NAO,NAO,SIM,1
MAT-00363,Item 363 teste,Hidráulico,un,ativo,NAO,NAO,SIM,1
MAT-03070,Item 3070 teste,Escritório,l,Inativo,NAO,NAO,SIM,1
MAT-03071,Item 3071 teste,ELETRICO,Und,ativo,NAO,NAO,SIM,1
MAT-03073,Item 3073 teste,hidraulico,Lt,ativo,NAO,NAO,SIM,1
MAT-03075,Item 3075 teste,Elétrico,kg,Ativo,NAO,NAO,SIM,1
MAT-03061,Item 3061 teste,Escritório,un,Ativo,NAO,NAO,SIM,1
MAT-03064,Item 3064 teste,Hidráulico,lt,INATIVO,NAO,NAO,SIM,1
MAT-03065,Item 3065 teste,ELETRICO,Kg,Ativo,NAO,NAO,SIM,1
MAT-03066,Item 3066 teste,Escritório,Pc,Ativo,NAO,NAO,SIM,1
MAT-03052,Item 3052 teste,Mecânico,l,INATIVO,NAO,NAO,SIM,1
MAT-03053,Item 3053 teste,mecânico,l,Inativo,NAO,NAO,SIM,1
MAT-03055,Item 3055 teste,Embalagem,Pc,INATIVO,NAO,NAO,SIM,1
MAT-03056,Item 3056 teste,Embalagem,kg,Inativo,NAO,NAO,SIM,1
MAT-03058,Item 3058 teste,Elétrico,cx,ATIVO,NAO,NAO,SIM,1
MAT-03044,Item 3044 teste,ELETRICO,l,Ativo,NAO,NAO,SIM,1
MAT-03045,Item 3045 teste,Embalagem,lt,Inativo,NAO,NAO,SIM,1
MAT-03047,Item 3047 teste,Elétrico,Und,ativo,NAO,NAO,SIM,1
MAT-03048,Item 3048 teste,Embalagem,un,ativo,NAO,NAO,SIM,1
MAT-03049,Item 3049 teste,Hidráulico,cx,ATIVO,NAO,NAO,SIM,1
MAT-03050,Item 3050 teste,Mecânico,Un,Ativo,NAO,NAO,SIM,1
MAT-00412,Item 412 teste,EMBALAGEM,cx,Ativo,NAO,NAO,SIM,1
MAT-00413,Item 413 teste,ELETRICO,lt,ATIVO,NAO,NAO,SIM,1
MAT-00414,Item 414 teste,Mecânico,Und,Inativo,NAO,NAO,SIM,1
MAT-00415,Item 415 teste,Elétrico,und,ATIVO,NAO,NAO,SIM,1
MAT-00404,Item 404 teste,ELETRICO,un,ATIVO,NAO,NAO,SIM,1
MAT-00405,Item 405 teste,Hidráulico,pc,INATIVO,NAO,NAO,SIM,1
MAT-00411,Item 411 teste,Hidráulico,Lt,ativo,NAO,NAO,SIM,1
MAT-00398,Item 398 teste,Hidráulico,Lt,Ativo,NAO,NAO,SIM,1
MAT-00399,Item 399 teste,EMBALAGEM,Pc,Ativo,NAO,NAO,SIM,1
MAT-00401,Item 401 teste,ELETRICO,Lt,INATIVO,NAO,NAO,SIM,1
MAT-00388,Item 388 teste,Escritório,Kg,Ativo,NAO,NAO,SIM,1
MAT-00389,Item 389 teste,ELETRICO,l,Ativo,NAO,NAO,SIM,1
MAT-00390,Item 390 teste,hidraulico,Und,INATIVO,NAO,NAO,SIM,1
MAT-00391,Item 391 teste,EMBALAGEM,Lt,Inativo,NAO,NAO,SIM,1
MAT-00394,Item 394 teste,Escritório,Lt,ativo,NAO,NAO,SIM,1
MAT-00395,Item 395 teste,Escritório,lt,INATIVO,NAO,NAO,SIM,1
MAT-03037,Item 3037 teste,MECANICO,un,INATIVO,NAO,NAO,SIM,1
MAT-03038,Item 3038 teste,Escritório,cx,INATIVO,NAO,NAO,SIM,1
MAT-03039,Item 3039 teste,mecânico,Pc,ativo,NAO,NAO,SIM,1
MAT-03041,Item 3041 teste,Mecânico,Pc,INATIVO,NAO,NAO,SIM,1
MAT-03043,Item 3043 teste,Hidráulico,un,Ativo,NAO,NAO,SIM,1
MAT-03028,Item 3028 teste,Embalagem,kg,Ativo,NAO,NAO,SIM,1
MAT-03029,Item 3029 teste,ELETRICO,Lt,ATIVO,NAO,NAO,SIM,1
MAT-03033,Item 3033 teste,Embalagem,cx,Ativo,NAO,NAO,SIM,1
MAT-03022,Item 3022 teste,Hidráulico,Pc,ativo,NAO,NAO,SIM,1
MAT-03023,Item 3023 teste,Elétrico,und,Inativo,NAO,NAO,SIM,1
MAT-03026,Item 3026 teste,hidraulico,l,Inativo,NAO,NAO,SIM,1
MAT-03027,Item 3027 teste,mecânico,cx,INATIVO,NAO,NAO,SIM,1
MAT-03012,Item 3012 teste,Hidráulico,kg,Inativo,NAO,NAO,SIM,1
MAT-03013,Item 3013 teste,Escritório,kg,ativo,NAO,NAO,SIM,1
MAT-03015,Item 3015 teste,MECANICO,und,Ativo,NAO,NAO,SIM,1
MAT-03018,Item 3018 teste,hidraulico,l,INATIVO,NAO,NAO,SIM,1
MAT-03019,Item 3019 teste,Embalagem,und,Ativo,NAO,NAO,SIM,1
MAT-00444,Item 444 teste,Elétrico,lt,INATIVO,NAO,NAO,SIM,1
MAT-00445,Item 445 teste,Embalagem,Kg,Ativo,NAO,NAO,SIM,1
MAT-00448,Item 448 teste,Mecânico,Un,ativo,NAO,NAO,SIM,1
MAT-00449,Item 449 teste,Mecânico,lt,ATIVO,NAO,NAO,SIM,1
MAT-00436,Item 436 teste,Mecânico,und,Ativo,NAO,NAO,SIM,1
MAT-00437,Item 437 teste,Embalagem,cx,INATIVO,NAO,NAO,SIM,1
MAT-00438,Item 438 teste,ELETRICO,cx,Inativo,NAO,NAO,SIM,1
MAT-00439,Item 439 teste,Elétrico,Un,Inativo,NAO,NAO,SIM,1
MAT-00442,Item 442 teste,mecânico,kg,ativo,NAO,NAO,SIM,1
MAT-00443,Item 443 teste,Mecânico,Lt,Ativo,NAO,NAO,SIM,1
MAT-00428,Item 428 teste,ELETRICO,lt,ativo,NAO,NAO,SIM,1
MAT-00431,Item 431 teste,Elétrico,un,Inativo,NAO,NAO,SIM,1
MAT-00432,Item 432 teste,Escritório,pc,ATIVO,NAO,NAO,SIM,1
MAT-00433,Item 433 teste,Escritório,pc,INATIVO,NAO,NAO,SIM,1
MAT-00434,Item 434 teste,MECANICO,Kg,INATIVO,NAO,NAO,SIM,1
MAT-00435,Item 435 teste,Escritório,und,INATIVO,NAO,NAO,SIM,1
MAT-00421,Item 421 teste,Elétrico,pc,Inativo,NAO,NAO,SIM,1
MAT-00422,Item 422 teste,Mecânico,un,ATIVO,NAO,NAO,SIM,1
MAT-00423,Item 423 teste,ELETRICO,Pc,Inativo,NAO,NAO,SIM,1
MAT-00424,Item 424 teste,hidraulico,lt,ativo,NAO,NAO,SIM,1
MAT-00426,Item 426 teste,Escritório,und,INATIVO,NAO,NAO,SIM,1
MAT-00476,Item 476 teste,Embalagem,Lt,ativo,NAO,NAO,SIM,1
MAT-00477,Item 477 teste,Elétrico,Un,ATIVO,NAO,NAO,SIM,1
MAT-00479,Item 479 teste,ELETRICO,kg,INATIVO,NAO,NAO,SIM,1
MAT-00480,Item 480 teste,EMBALAGEM,Lt,INATIVO,NAO,NAO,SIM,1
MAT-00483,Item 483 teste,ELETRICO,cx,Inativo,NAO,NAO,SIM,1
MAT-00468,Item 468 teste,mecânico,Pc,ativo,NAO,NAO,SIM,1
MAT-00471,Item 471 teste,hidraulico,Und,ativo,NAO,NAO,SIM,1
MAT-00472,Item 472 teste,Elétrico,Lt,Ativo,NAO,NAO,SIM,1
MAT-00473,Item 473 teste,Escritório,und,Inativo,NAO,NAO,SIM,1
MAT-00474,Item 474 teste,ELETRICO,Pc,Inativo,NAO,NAO,SIM,1
MAT-00475,Item 475 teste,mecânico,Kg,ativo,NAO,NAO,SIM,1
MAT-00462,Item 462 teste,Mecânico,un,Ativo,NAO,NAO,SIM,1
MAT-00465,Item 465 teste,Escritório,und,Ativo,NAO,NAO,SIM,1
MAT-00452,Item 452 teste,MECANICO,l,ATIVO,NAO,NAO,SIM,1
MAT-00456,Item 456 teste,Escritório,cx,ATIVO,NAO,NAO,SIM,1
MAT-00457,Item 457 teste,mecânico,Un,INATIVO,NAO,NAO,SIM,1
MAT-00458,Item 458 teste,MECANICO,Pc,ATIVO,NAO,NAO,SIM,1
MAT-03004,Item 3004 teste,ELETRICO,l,ATIVO,NAO,NAO,SIM,1
MAT-03006,Item 3006 teste,mecânico,cx,INATIVO,NAO,NAO,SIM,1
MAT-03008,Item 3008 teste,MECANICO,pc,ativo,NAO,NAO,SIM,1
MAT-03010,Item 3010 teste,EMBALAGEM,und,ativo,NAO,NAO,SIM,1
MAT-03011,Item 3011 teste,ELETRICO,und,ATIVO,NAO,NAO,SIM,1
MAT-02996,Item 2996 teste,ELETRICO,Pc,INATIVO,NAO,NAO,SIM,1
MAT-02999,Item 2999 teste,EMBALAGEM,kg,INATIVO,NAO,NAO,SIM,1
MAT-03001,Item 3001 teste,Embalagem,Lt,INATIVO,NAO,NAO,SIM,1
MAT-03002,Item 3002 teste,EMBALAGEM,l,ativo,NAO,NAO,SIM,1
MAT-03003,Item 3003 teste,Hidráulico,kg,ATIVO,NAO,NAO,SIM,1
MAT-02988,Item 2988 teste,Embalagem,pc,Inativo,NAO,NAO,SIM,1
MAT-02989,Item 2989 teste,mecânico,un,ATIVO,NAO,NAO,SIM,1
MAT-02990,Item 2990 teste,Mecânico,Pc,ativo,NAO,NAO,SIM,1
MAT-02994,Item 2994 teste,hidraulico,cx,ativo,NAO,NAO,SIM,1
MAT-02995,Item 2995 teste,Escritório,Lt,Ativo,NAO,NAO,SIM,1
MAT-02982,Item 2982 teste,Elétrico,un,ATIVO,NAO,NAO,SIM,1
MAT-02983,Item 2983 teste,Hidráulico,und,Inativo,NAO,NAO,SIM,1
MAT-02984,Item 2984 teste,ELETRICO,Pc,ativo,NAO,NAO,SIM,1
MAT-02987,Item 2987 teste,MECANICO,kg,ativo,NAO,NAO,SIM,1
MAT-00508,Item 508 teste,Mecânico,und,ATIVO,NAO,NAO,SIM,1
MAT-00510,Item 510 teste,EMBALAGEM,Und,Ativo,NAO,NAO,SIM,1
MAT-00512,Item 512 teste,EMBALAGEM,Und,Inativo,NAO,NAO,SIM,1
MAT-00514,Item 514 teste,Elétrico,l,Inativo,NAO,NAO,SIM,1
MAT-00515,Item 515 teste,MECANICO,Lt,ATIVO,NAO,NAO,SIM,1
MAT-00500,Item 500 teste,MECANICO,Pc,ativo,NAO,NAO,SIM,1
MAT-00503,Item 503 teste,Mecânico,kg,INATIVO,NAO,NAO,SIM,1
MAT-00505,Item 505 teste,EMBALAGEM,Und,INATIVO,NAO,NAO,SIM,1
MAT-00506,Item 506 teste,Hidráulico,kg,Ativo,NAO,NAO,SIM,1
MAT-00492,Item 492 teste,hidraulico,Un,Ativo,NAO,NAO,SIM,1
MAT-00493,Item 493 teste,Embalagem,l,Inativo,NAO,NAO,SIM,1
MAT-00494,Item 494 teste,hidraulico,Lt,ativo,NAO,NAO,SIM,1
MAT-00497,Item 497 teste,hidraulico,l,ativo,NAO,NAO,SIM,1
MAT-00498,Item 498 teste,hidraulico,cx,ATIVO,NAO,NAO,SIM,1
MAT-00499,Item 499 teste,EMBALAGEM,Lt,INATIVO,NAO,NAO,SIM,1
MAT-00485,Item 485 teste,Embalagem,kg,ativo,NAO,NAO,SIM,1
MAT-00486,Item 486 teste,MECANICO,un,Ativo,NAO,NAO,SIM,1
MAT-00488,Item 488 teste,MECANICO,Und,ATIVO,NAO,NAO,SIM,1
MAT-00489,Item 489 teste,Elétrico,Pc,ativo,NAO,NAO,SIM,1
MAT-02972,Item 2972 teste,mecânico,un,Inativo,NAO,NAO,SIM,1
MAT-02975,Item 2975 teste,mecânico,l,ATIVO,NAO,NAO,SIM,1
MAT-02976,Item 2976 teste,MECANICO,Und,ativo,NAO,NAO,SIM,1
MAT-02978,Item 2978 teste,EMBALAGEM,un,INATIVO,NAO,NAO,SIM,1
MAT-02979,Item 2979 teste,EMBALAGEM,kg,ATIVO,NAO,NAO,SIM,1
MAT-02964,Item 2964 teste,Mecânico,Un,Inativo,NAO,NAO,SIM,1
MAT-02967,Item 2967 teste,EMBALAGEM,kg,Inativo,NAO,NAO,SIM,1
MAT-02971,Item 2971 teste,Escritório,Kg,Inativo,NAO,NAO,SIM,1
MAT-02956,Item 2956 teste,Mecânico,und,Ativo,NAO,NAO,SIM,1
MAT-02957,Item 2957 teste,Elétrico,kg,INATIVO,NAO,NAO,SIM,1
MAT-02959,Item 2959 teste,ELETRICO,un,Inativo,NAO,NAO,SIM,1
MAT-02960,Item 2960 teste,MECANICO,pc,Ativo,NAO,NAO,SIM,1
MAT-02948,Item 2948 teste,hidraulico,und,ativo,NAO,NAO,SIM,1
MAT-02949,Item 2949 teste,hidraulico,Pc,INATIVO,NAO,NAO,SIM,1
MAT-02951,Item 2951 teste,Elétrico,Un,Inativo,NAO,NAO,SIM,1
MAT-02955,Item 2955 teste,Elétrico,kg,Inativo,NAO,NAO,SIM,1
MAT-00540,Item 540 teste,Mecânico,pc,ativo,NAO,NAO,SIM,1
MAT-00541,Item 541 teste,Hidráulico,Und,Ativo,NAO,NAO,SIM,1
MAT-00542,Item 542 teste,hidraulico,l,INATIVO,NAO,NAO,SIM,1
MAT-00543,Item 543 teste,Embalagem,cx,ativo,NAO,NAO,SIM,1
MAT-00544,Item 544 teste,Escritório,pc,ativo,NAO,NAO,SIM,1
MAT-00547,Item 547 teste,Escritório,kg,Inativo,NAO,NAO,SIM,1
MAT-00533,Item 533 teste,ELETRICO,pc,Ativo,NAO,NAO,SIM,1
MAT-00534,Item 534 teste,MECANICO,Pc,Ativo,NAO,NAO,SIM,1
MAT-00537,Item 537 teste,EMBALAGEM,un,ATIVO,NAO,NAO,SIM,1
MAT-00538,Item 538 teste,Escritório,und,Ativo,NAO,NAO,SIM,1
MAT-00539,Item 539 teste,Escritório,Und,ATIVO,NAO,NAO,SIM,1
MAT-00524,Item 524 teste,ELETRICO,Kg,Ativo,NAO,NAO,SIM,1
MAT-00525,Item 525 teste,hidraulico,cx,ATIVO,NAO,NAO,SIM,1
MAT-00527,Item 527 teste,hidraulico,lt,INATIVO,NAO,NAO,SIM,1
MAT-00530,Item 530 teste,Escritório,cx,Ativo,NAO,NAO,SIM,1
MAT-00531,Item 531 teste,hidraulico,l,ATIVO,NAO,NAO,SIM,1
MAT-00516,Item 516 teste,Escritório,pc,ativo,NAO,NAO,SIM,1
MAT-00518,Item 518 teste,ELETRICO,Und,INATIVO,NAO,NAO,SIM,1
MAT-00519,Item 519 teste,MECANICO,un,Inativo,NAO,NAO,SIM,1
MAT-00520,Item 520 teste,EMBALAGEM,lt,ativo,NAO,NAO,SIM,1
MAT-02940,Item 2940 teste,ELETRICO,Und,ATIVO,NAO,NAO,SIM,1
MAT-02941,Item 2941 teste,Mecânico,pc,ativo,NAO,NAO,SIM,1
MAT-02942,Item 2942 teste,Escritório,lt,ATIVO,NAO,NAO,SIM,1
MAT-02943,Item 2943 teste,hidraulico,Un,Ativo,NAO,NAO,SIM,1
MAT-02944,Item 2944 teste,Escritório,und,ATIVO,NAO,NAO,SIM,1
MAT-02946,Item 2946 teste,Embalagem,Pc,ATIVO,NAO,NAO,SIM,1
MAT-02932,Item 2932 teste,EMBALAGEM,Und,INATIVO,NAO,NAO,SIM,1
MAT-02933,Item 2933 teste,hidraulico,Lt,Ativo,NAO,NAO,SIM,1
MAT-02935,Item 2935 teste,Mecânico,Und,Ativo,NAO,NAO,SIM,1
MAT-02937,Item 2937 teste,MECANICO,lt,Ativo,NAO,NAO,SIM,1
MAT-02938,Item 2938 teste,Embalagem,Un,INATIVO,NAO,NAO,SIM,1
MAT-02939,Item 2939 teste,Embalagem,Und,INATIVO,NAO,NAO,SIM,1
MAT-02925,Item 2925 teste,EMBALAGEM,Pc,ATIVO,NAO,NAO,SIM,1
MAT-02927,Item 2927 teste,Embalagem,Lt,Inativo,NAO,NAO,SIM,1
MAT-02929,Item 2929 teste,MECANICO,und,ATIVO,NAO,NAO,SIM,1
MAT-02930,Item 2930 teste,hidraulico,cx,ativo,NAO,NAO,SIM,1
MAT-02916,Item 2916 teste,ELETRICO,kg,Ativo,NAO,NAO,SIM,1
MAT-02918,Item 2918 teste,Escritório,und,ATIVO,NAO,NAO,SIM,1
MAT-02919,Item 2919 teste,Hidráulico,Kg,Inativo,NAO,NAO,SIM,1
MAT-02921,Item 2921 teste,EMBALAGEM,l,Inativo,NAO,NAO,SIM,1
MAT-02922,Item 2922 teste,Embalagem,kg,Ativo,NAO,NAO,SIM,1
MAT-02923,Item 2923 teste,ELETRICO,cx,Ativo,NAO,NAO,SIM,1
MAT-00572,Item 572 teste,Escritório,und,ATIVO,NAO,NAO,SIM,1
MAT-00573,Item 573 teste,Elétrico,lt,Ativo,NAO,NAO,SIM,1
MAT-00575,Item 575 teste,EMBALAGEM,pc,ativo,NAO,NAO,SIM,1
MAT-00577,Item 577 teste,Mecânico,Lt,Inativo,NAO,NAO,SIM,1
MAT-00578,Item 578 teste,MECANICO,und,Inativo,NAO,NAO,SIM,1
MAT-00579,Item 579 teste,EMBALAGEM,pc,ativo,NAO,NAO,SIM,1
MAT-00564,Item 564 teste,Hidráulico,kg,Ativo,NAO,NAO,SIM,1
MAT-00566,Item 566 teste,Escritório,cx,ATIVO,NAO,NAO,SIM,1
MAT-00567,Item 567 teste,Escritório,Un,Inativo,NAO,NAO,SIM,1
MAT-00568,Item 568 teste,MECANICO,lt,ATIVO,NAO,NAO,SIM,1
MAT-00569,Item 569 teste,hidraulico,un,ATIVO,NAO,NAO,SIM,1
MAT-00570,Item 570 teste,MECANICO,un,INATIVO,NAO,NAO,SIM,1
MAT-00571,Item 571 teste,mecânico,Un,Inativo,NAO,NAO,SIM,1
MAT-00556,Item 556 teste,Elétrico,und,Inativo,NAO,NAO,SIM,1
MAT-00559,Item 559 teste,EMBALAGEM,lt,INATIVO,NAO,NAO,SIM,1
MAT-00560,Item 560 teste,Elétrico,und,INATIVO,NAO,NAO,SIM,1
MAT-00561,Item 561 teste,Elétrico,cx,Inativo,NAO,NAO,SIM,1
MAT-00562,Item 562 teste,Hidráulico,pc,ativo,NAO,NAO,SIM,1
MAT-00563,Item 563 teste,MECANICO,cx,Inativo,NAO,NAO,SIM,1
MAT-00549,Item 549 teste,ELETRICO,Un,INATIVO,NAO,NAO,SIM,1
MAT-00551,Item 551 teste,Hidráulico,un,Ativo,NAO,NAO,SIM,1
MAT-00552,Item 552 teste,MECANICO,Un,ativo,NAO,NAO,SIM,1
MAT-00553,Item 553 teste,Embalagem,Lt,Inativo,NAO,NAO,SIM,1
MAT-00554,Item 554 teste,Mecânico,un,Ativo,NAO,NAO,SIM,1
MAT-00604,Item 604 teste,MECANICO,pc,ATIVO,NAO,NAO,SIM,1
MAT-00605,Item 605 teste,hidraulico,Kg,Inativo,NAO,NAO,SIM,1
MAT-00608,Item 608 teste,Embalagem,und,ativo,NAO,NAO,SIM,1
MAT-00609,Item 609 teste,Hidráulico,Lt,INATIVO,NAO,NAO,SIM,1
MAT-00610,Item 610 teste,Embalagem,und,INATIVO,NAO,NAO,SIM,1
MAT-00598,Item 598 teste,EMBALAGEM,pc,Inativo,NAO,NAO,SIM,1
MAT-00588,Item 588 teste,ELETRICO,Lt,ATIVO,NAO,NAO,SIM,1
MAT-00590,Item 590 teste,ELETRICO,un,INATIVO,NAO,NAO,SIM,1
MAT-00591,Item 591 teste,ELETRICO,Kg,Ativo,NAO,NAO,SIM,1
MAT-00594,Item 594 teste,MECANICO,Kg,ativo,NAO,NAO,SIM,1
MAT-00581,Item 581 teste,EMBALAGEM,un,ativo,NAO,NAO,SIM,1
MAT-00586,Item 586 teste,Hidráulico,lt,Inativo,NAO,NAO,SIM,1
MAT-02908,Item 2908 teste,Mecânico,kg,Inativo,NAO,NAO,SIM,1
MAT-02909,Item 2909 teste,Mecânico,Pc,ativo,NAO,NAO,SIM,1
MAT-02910,Item 2910 teste,Embalagem,un,ativo,NAO,NAO,SIM,1
MAT-02913,Item 2913 teste,Escritório,Lt,Inativo,NAO,NAO,SIM,1
MAT-02915,Item 2915 teste,ELETRICO,un,Ativo,NAO,NAO,SIM,1
MAT-02900,Item 2900 teste,Mecânico,Kg,Inativo,NAO,NAO,SIM,1
MAT-02902,Item 2902 teste,Embalagem,Lt,ATIVO,NAO,NAO,SIM,1
MAT-02903,Item 2903 teste,MECANICO,un,ativo,NAO,NAO,SIM,1
MAT-02904,Item 2904 teste,Elétrico,cx,Inativo,NAO,NAO,SIM,1
MAT-02905,Item 2905 teste,Embalagem,cx,Inativo,NAO,NAO,SIM,1
MAT-02907,Item 2907 teste,Hidráulico,Un,ativo,NAO,NAO,SIM,1
MAT-02892,Item 2892 teste,Mecânico,kg,Inativo,NAO,NAO,SIM,1
MAT-02893,Item 2893 teste,Hidráulico,Lt,ativo,NAO,NAO,SIM,1
MAT-02895,Item 2895 teste,Embalagem,Pc,ATIVO,NAO,NAO,SIM,1
MAT-02896,Item 2896 teste,MECANICO,un,ATIVO,NAO,NAO,SIM,1
MAT-02898,Item 2898 teste,Mecânico,pc,Inativo,NAO,NAO,SIM,1
MAT-02899,Item 2899 teste,EMBALAGEM,lt,ATIVO,NAO,NAO,SIM,1
MAT-02884,Item 2884 teste,Mecânico,kg,INATIVO,NAO,NAO,SIM,1
MAT-02886,Item 2886 teste,hidraulico,kg,Inativo,NAO,NAO,SIM,1
MAT-02887,Item 2887 teste,Hidráulico,kg,ATIVO,NAO,NAO,SIM,1
MAT-02889,Item 2889 teste,Hidráulico,Kg,ativo,NAO,NAO,SIM,1
MAT-02891,Item 2891 teste,mecânico,un,ATIVO,NAO,NAO,SIM,1
MAT-00637,Item 637 teste,mecânico,Und,ATIVO,NAO,NAO,SIM,1
MAT-00639,Item 639 teste,hidraulico,Lt,Ativo,NAO,NAO,SIM,1
MAT-00640,Item 640 teste,Embalagem,un,Ativo,NAO,NAO,SIM,1
MAT-00641,Item 641 teste,Mecânico,Pc,INATIVO,NAO,NAO,SIM,1
MAT-00643,Item 643 teste,Mecânico,l,Ativo,NAO,NAO,SIM,1
MAT-00628,Item 628 teste,MECANICO,Kg,Inativo,NAO,NAO,SIM,1
MAT-00629,Item 629 teste,Hidráulico,Pc,INATIVO,NAO,NAO,SIM,1
MAT-00632,Item 632 teste,ELETRICO,lt,ATIVO,NAO,NAO,SIM,1
MAT-00633,Item 633 teste,EMBALAGEM,cx,Inativo,NAO,NAO,SIM,1
MAT-00634,Item 634 teste,mecânico,lt,ATIVO,NAO,NAO,SIM,1
MAT-00620,Item 620 teste,EMBALAGEM,pc,INATIVO,NAO,NAO,SIM,1
MAT-00624,Item 624 teste,EMBALAGEM,pc,ATIVO,NAO,NAO,SIM,1
MAT-00626,Item 626 teste,ELETRICO,l,INATIVO,NAO,NAO,SIM,1
MAT-00627,Item 627 teste,Elétrico,cx,ativo,NAO,NAO,SIM,1
MAT-00613,Item 613 teste,Escritório,l,ATIVO,NAO,NAO,SIM,1
MAT-00614,Item 614 teste,Elétrico,l,ativo,NAO,NAO,SIM,1
MAT-00615,Item 615 teste,Escritório,Un,Ativo,NAO,NAO,SIM,1
MAT-00616,Item 616 teste,Embalagem,cx,ATIVO,NAO,NAO,SIM,1
MAT-00617,Item 617 teste,Escritório,lt,ativo,NAO,NAO,SIM,1
MAT-00618,Item 618 teste,mecânico,lt,Inativo,NAO,NAO,SIM,1
MAT-00668,Item 668 teste,ELETRICO,und,Inativo,NAO,NAO,SIM,1
MAT-00673,Item 673 teste,ELETRICO,Und,ativo,NAO,NAO,SIM,1
MAT-00674,Item 674 teste,EMBALAGEM,pc,ATIVO,NAO,NAO,SIM,1
MAT-00675,Item 675 teste,Mecânico,l,ativo,NAO,NAO,SIM,1
MAT-00662,Item 662 teste,Hidráulico,Pc,Ativo,NAO,NAO,SIM,1
MAT-00667,Item 667 teste,ELETRICO,pc,ATIVO,NAO,NAO,SIM,1
MAT-00652,Item 652 teste,mecânico,und,Ativo,NAO,NAO,SIM,1
MAT-00655,Item 655 teste,Mecânico,Kg,Ativo,NAO,NAO,SIM,1
MAT-00657,Item 657 teste,hidraulico,Un,INATIVO,NAO,NAO,SIM,1
MAT-00659,Item 659 teste,Mecânico,und,INATIVO,NAO,NAO,SIM,1
MAT-00644,Item 644 teste,mecânico,Un,Inativo,NAO,NAO,SIM,1
MAT-00647,Item 647 teste,Escritório,Lt,Inativo,NAO,NAO,SIM,1
MAT-00648,Item 648 teste,EMBALAGEM,l,INATIVO,NAO,NAO,SIM,1
MAT-00649,Item 649 teste,Hidráulico,Lt,Ativo,NAO,NAO,SIM,1
MAT-00651,Item 651 teste,Mecânico,l,Ativo,NAO,NAO,SIM,1
MAT-02876,Item 2876 teste,Hidráulico,Kg,INATIVO,NAO,NAO,SIM,1
MAT-02877,Item 2877 teste,MECANICO,cx,ATIVO,NAO,NAO,SIM,1
MAT-02878,Item 2878 teste,Hidráulico,Un,Inativo,NAO,NAO,SIM,1
MAT-02879,Item 2879 teste,mecânico,cx,Inativo,NAO,NAO,SIM,1
