codigo_material,descricao,categoria,caminho,n_erros,n_alertas,erros,alertas
MAT-00316,Registro Plástico,Hidráulico,REJEITADO,1,1,NCM vazio,Parado 435 dias
MAT-00317,Fita Latão,Embalagem,CAMINHO_3,0,2,,Sem fornecedor; Parado 511 dias
MAT-00318,Pano Aço,Limpeza,CAMINHO_1,0,0,,
MAT-00319,Porca M16 Aço,Fixação,CAMINHO_2,0,1,,Sem estoque minimo
MAT-00320,Catalisador Aço,Químico,CAMINHO_1,0,0,,
MAT-00321,Conexão Cobre,Hidráulico,CAMINHO_1,0,0,,
MAT-00322,Interruptor Alumínio,Elétrico,CAMINHO_1,0,0,,
MAT-00323,serra Plástico,Ferramentas,CAMINHO_2,0,1,,Sem fornecedor
MAT-00324,Cilindro Latão,Pneumático,CAMINHO_1,0,0,,
MAT-00325,Retentor Plástico,Peças,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-00326,Eixo Plástico,Mecânico,CAMINHO_2,0,1,,Parado 489 dias
MAT-00327,Caneta Cobre,Escritório,CAMINHO_2,0,1,,Sem estoque minimo
MAT-00328,Óculos Plástico,EPI,CAMINHO_2,0,1,,Sem fornecedor
MAT-00329,Capacitor Cobre,Eletrônico,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-00330,Cilindro PVC,Pneumático,REJEITADO,2,0,NCM vazio; Preco zerado,
MAT-00331,Furadeira Inox,Ferramentas,CAMINHO_1,0,0,,
MAT-00332,Rolamento PVC,Mecânico,CAMINHO_1,0,0,,
MAT-00333,Etiqueta Inox,Embalagem,REJEITADO,1,0,NCM vazio,
MAT-00334,Disjuntor Inox,Elétrico,REJEITADO,1,0,NCM vazio,
MAT-00335,Luva GG Aço,EPI,CAMINHO_2,0,1,,Sem fornecedor
MAT-00336,Resistor Cobre,Eletrônico,CAMINHO_3,0,2,,Sem fornecedor; Parado 510 dias
MAT-00337,graxa Aço,Lubrificante,CAMINHO_2,0,1,,Sem fornecedor
MAT-00338,LED Plástico,Eletrônico,CAMINHO_2,0,1,,Sem fornecedor
MAT-00339,Vedação Aço,Peças,CAMINHO_1,0,0,,
MAT-00340,Prego PVC,Fixação,CAMINHO_1,0,0,,
MAT-00341,Furadeira Aço,Ferramentas,CAMINHO_1,0,0,,
MAT-00342,Abraçadeira PVC,Acessórios,CAMINHO_3,0,2,,Sem estoque minimo; Parado 714 dias
MAT-00343,Vedação PVC,Peças,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-00344,Retentor Alumínio,Peças,REJEITADO,1,1,Preco zerado,Sem fornecedor
MAT-00345,Clipe Latão,Acessórios,CAMINHO_2,0,1,,Sem fornecedor
MAT-00346,Furadeira Latão,Ferramentas,CAMINHO_2,0,1,,Preco alto: R$1606.80 (revisar)
MAT-00347,Desinfetante Cobre,Limpeza,CAMINHO_3,0,2,,Sem estoque minimo; Preco alto: R$1517.78 (revisar)
MAT-00348,Base Inox,Químico,CAMINHO_1,0,0,,
MAT-00349,Bota Aço,EPI,CAMINHO_1,0,0,,
MAT-00350,Caneta Alumínio,Escritório,REJEITADO,1,0,NCM vazio,
MAT-00351,Bucha Aço,Mecânico,CAMINHO_2,0,1,,Preco alto: R$1952.89 (revisar)
MAT-00352,Grampeador Plástico,Escritório,CAMINHO_2,0,1,,Parado 622 dias
MAT-00353,Engrenagem Inox,Mecânico,CAMINHO_2,0,1,,Parado 499 dias
MAT-00354,Pasta Aço,Lubrificante,CAMINHO_2,0,1,,Sem estoque minimo
MAT-00355,Vassoura Cobre,Limpeza,CAMINHO_3,0,2,,Sem fornecedor; Parado 457 dias
MAT-00356,Desinfetante Latão,Limpeza,REJEITADO,1,0,NCM vazio,
MAT-00357,Suporte Latão,Acessórios,CAMINHO_2,0,1,,Parado 626 dias
MAT-00358,Resistor Latão,Eletrônico,CAMINHO_3,0,2,,Sem fornecedor; Parado 543 dias
MAT-00359,Prego Plástico,Fixação,CAMINHO_1,0,0,,
MAT-00360,Bucha PVC,Mecânico,CAMINHO_2,0,1,,Parado 655 dias
MAT-00361,Suporte Alumínio,Acessórios,CAMINHO_1,0,0,,
MAT-00362,Rolamento Inox,Mecânico,CAMINHO_2,0,1,,Sem fornecedor
MAT-00363,Grampeador Latão,Escritório,CAMINHO_1,0,0,,
MAT-00364,Fita em Alumínio,Embalagem,CAMINHO_2,0,1,,Sem fornecedor
MAT-00365,Luva XG PVC,EPI,CAMINHO_2,0,1,,Parado 388 dias
MAT-00366,Mangueira Latão,Pneumático,CAMINHO_2,0,1,,Parado 537 dias
MAT-00367,spray Latão,Lubrificante,CAMINHO_1,0,0,,
MAT-00368,Caixa Latão,Embalagem,REJEITADO,1,1,NCM vazio,Parado 670 dias
MAT-00369,Pasta Plástico,Lubrificante,CAMINHO_1,0,0,,
MAT-00370,Clipe Cobre,Acessórios,REJEITADO,1,1,Preco zerado,Parado 519 dias
MAT-00371,Pasta Aço,Lubrificante,CAMINHO_3,0,3,,Sem estoque minimo; Preco alto: R$1737.68 (revisar); Parado 419 dias
MAT-00372,Válvula Alumínio,Pneumático,REJEITADO,1,0,NCM vazio,
MAT-00373,Serra Aço,Ferramentas,CAMINHO_1,0,0,,
MAT-00374,Pano Inox,Limpeza,REJEITADO,1,0,NCM vazio,
MAT-00375,Clipe Latão,Acessórios,CAMINHO_1,0,0,,
MAT-00376,Fita Cobre,Embalagem,CAMINHO_1,0,0,,
MAT-00377,Alicate Inox,Ferramentas,CAMINHO_1,0,0,,
MAT-00378,Cilindro Plástico,Pneumático,REJEITADO,1,1,NCM vazio,Parado 432 dias
MAT-00379,Válvula PVC,Hidráulico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-00380,Conexão Cobre,Pneumático,CAMINHO_2,0,1,,Parado 470 dias
MAT-00381,Alicate Alumínio,Ferramentas,REJEITADO,1,0,NCM vazio,
MAT-00382,Tomada Latão,Elétrico,CAMINHO_3,0,2,,Sem estoque minimo; Parado 553 dias
MAT-00383,Cilindro Latão,Pneumático,CAMINHO_2,0,1,,Parado 604 dias
MAT-00384,Capacitor em Inox,Eletrônico,REJEITADO,1,0,NCM vazio,
MAT-00385,Reagente Latão,Químico,CAMINHO_2,0,1,,Parado 474 dias
MAT-00386,Válvula Plástico,Pneumático,CAMINHO_2,0,1,,Parado 479 dias
MAT-00387,Furadeira Plástico,Ferramentas,CAMINHO_2,0,1,,Parado 381 dias
MAT-00388,Óculos Cobre,EPI,REJEITADO,1,0,NCM vazio,
MAT-00389,Presilha Inox,Acessórios,REJEITADO,1,0,NCM vazio,
MAT-00390,Interruptor Aço,Elétrico,CAMINHO_2,0,1,,Sem fornecedor
MAT-00391,Detergente Alumínio,Limpeza,REJEITADO,1,0,NCM vazio,
MAT-00392,Rolamento Alumínio,Peças,CAMINHO_3,0,2,,Sem fornecedor; Parado 580 dias
MAT-00393,Correia Latão,Mecânico,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-00394,Presilha Latão,Acessórios,CAMINHO_2,0,1,,Sem estoque minimo
MAT-00395,Suporte Cobre,Acessórios,CAMINHO_2,0,1,,Parado 457 dias
MAT-00396,Clipe Latão,Acessórios,CAMINHO_3,0,2,,Sem fornecedor; Parado 554 dias
MAT-00397,Óculos Alumínio,EPI,CAMINHO_3,0,2,,Preco alto: R$1791.61 (revisar); Parado 392 dias
MAT-00398,Chave Plástico,Ferramentas,CAMINHO_2,0,1,,Sem fornecedor
MAT-00399,Serra Alumínio,Ferramentas,CAMINHO_2,0,1,,Sem fornecedor
MAT-00400,Balde Latão,Limpeza,REJEITADO,1,3,NCM vazio,Sem fornecedor; Sem estoque minimo; Parado 547 dias
MAT-00401,Reagente Plástico,Químico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-00402,Conexão Aço,Pneumático,REJEITADO,1,0,NCM vazio,
MAT-00403,Pano Latão,Limpeza,CAMINHO_1,0,0,,
MAT-00404,Bota Cobre,EPI,CAMINHO_1,0,0,,
MAT-00405,Fluido Aço,Lubrificante,CAMINHO_2,0,1,,Parado 405 dias
MAT-00406,Bucha PVC,Mecânico,CAMINHO_1,0,0,,
MAT-00407,Base Plástico,Químico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-00408,Rebite Alumínio,Fixação,REJEITADO,1,0,NCM vazio,
MAT-00409,Retentor Inox,Peças,CAMINHO_2,0,1,,Parado 496 dias
MAT-00410,Arruela Alumínio,Fixação,REJEITADO,1,0,NCM vazio,
MAT-00411,Abraçadeira Alumínio,Acessórios,CAMINHO_2,0,1,,Parado 367 dias
MAT-00412,Detergente Aço,Limpeza,CAMINHO_2,0,1,,Sem estoque minimo
MAT-00413,Retentor PVC,Peças,CAMINHO_1,0,0,,
MAT-00414,Caixa PVC,Embalagem,CAMINHO_3,0,2,,Sem fornecedor; Preco alto: R$1970.10 (revisar)
MAT-00415,Martelo em Cobre,Ferramentas,CAMINHO_2,0,1,,Sem estoque minimo
MAT-00416,Engrenagem Aço,Mecânico,CAMINHO_3,0,3,,Sem fornecedor; Sem estoque minimo; Parado 421 dias
MAT-00417,Reagente Aço,Químico,REJEITADO,1,0,NCM vazio,
MAT-00418,Retentor Latão,Peças,CAMINHO_1,0,0,,
MAT-00419,Suporte PVC,Acessórios,CAMINHO_2,0,1,,Parado 457 dias
MAT-00420,Eixo Alumínio,Mecânico,CAMINHO_2,0,1,,Parado 449 dias
MAT-00421,Pasta PVC,Escritório,CAMINHO_1,0,0,,
MAT-00422,Pano PVC,Limpeza,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-00423,Mangueira Cobre,Hidráulico,CAMINHO_2,0,1,,Parado 573 dias
MAT-00424,Caneta Plástico,Escritório,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-00425,Válvula Cobre,Pneumático,CAMINHO_2,0,1,,Parado 399 dias
MAT-00426,Suporte Latão,Acessórios,CAMINHO_1,0,0,,
MAT-00427,Disjuntor Inox,Elétrico,CAMINHO_1,0,0,,
MAT-00428,Mangueira Latão,Hidráulico,CAMINHO_1,0,0,,
MAT-00429,Papel Inox,Escritório,CAMINHO_3,0,2,,Sem estoque minimo; Parado 595 dias
MAT-00430,Capacete em Alumínio,EPI,CAMINHO_1,0,0,,
MAT-00431,Filtro Alumínio,Pneumático,REJEITADO,1,1,NCM vazio,Parado 460 dias
MAT-00432,Vedação Aço,Peças,CAMINHO_3,0,2,,Sem fornecedor; Parado 561 dias
MAT-00433,Reagente Inox,Químico,REJEITADO,1,0,Preco zerado,
MAT-00434,Pano em Cobre,Limpeza,CAMINHO_2,0,1,,Sem estoque minimo
MAT-00435,Eixo Aço,Mecânico,CAMINHO_1,0,0,,
MAT-00436,Gancho Inox,Acessórios,REJEITADO,2,0,NCM vazio; Preco zerado,
MAT-00437,Abraçadeira Latão,Acessórios,CAMINHO_2,0,1,,Sem fornecedor
MAT-00438,Balde PVC,Limpeza,CAMINHO_1,0,0,,
MAT-00439,Abraçadeira Cobre,Acessórios,CAMINHO_1,0,0,,
MAT-00440,Fluido Latão,Lubrificante,REJEITADO,1,0,NCM vazio,
MAT-00441,Parafuso M8 Cobre,Fixação,CAMINHO_1,0,0,,
MAT-00442,Filtro Cobre,Pneumático,CAMINHO_1,0,0,,
MAT-00443,Engrenagem Plástico,Mecânico,CAMINHO_2,0,1,,Parado 498 dias
MAT-00444,Graxa Cobre,Lubrificante,CAMINHO_2,0,1,,Parado 552 dias
MAT-00445,Arruela Aço,Fixação,CAMINHO_3,0,3,,Sem fornecedor; Sem estoque minimo; Parado 416 dias
MAT-00446,Filtro PVC,Pneumático,CAMINHO_2,0,1,,Sem fornecedor
MAT-00447,Capacete Alumínio,EPI,REJEITADO,1,2,NCM vazio,Sem estoque minimo; Parado 374 dias
MAT-00448,Rolamento Inox,Mecânico,CAMINHO_2,0,1,,Sem fornecedor
MAT-00449,"Tubo 3/4"" Cobre",Hidráulico,CAMINHO_2,0,1,,Sem fornecedor
MAT-00450,Lâmpada Latão,Elétrico,REJEITADO,1,1,NCM vazio,Parado 425 dias
MAT-00451,Cilindro PVC,Pneumático,CAMINHO_2,0,1,,Parado 497 dias
MAT-00452,Óculos Plástico,EPI,CAMINHO_1,0,0,,
MAT-00453,Presilha Cobre,Acessórios,REJEITADO,1,0,NCM vazio,
MAT-00454,pasta Cobre,Escritório,REJEITADO,1,3,NCM vazio,Sem fornecedor; Sem estoque minimo; Parado 710 dias
MAT-00455,Desinfetante Aço,Limpeza,CAMINHO_2,0,1,,Parado 400 dias
MAT-00456,Solvente Aço,Químico,CAMINHO_1,0,0,,
MAT-00457,Grampeador Inox,Escritório,REJEITADO,1,0,NCM vazio,
MAT-00458,Papel Latão,Escritório,REJEITADO,1,1,NCM vazio,Parado 644 dias
MAT-00459,Serra em Latão,Ferramentas,REJEITADO,1,0,NCM vazio,
MAT-00460,Óleo Plástico,Lubrificante,REJEITADO,1,0,NCM vazio,
MAT-00461,Papel Cobre,Escritório,CAMINHO_2,0,1,,Sem fornecedor
MAT-00462,Papel Cobre,Escritório,CAMINHO_2,0,1,,Parado 721 dias
MAT-00463,Etiqueta Inox,Embalagem,CAMINHO_2,0,1,,Parado 604 dias
MAT-00464,Clips Cobre,Escritório,CAMINHO_1,0,0,,
MAT-00465,Serra Inox,Ferramentas,REJEITADO,1,0,NCM vazio,
MAT-00466,Graxa Alumínio,Lubrificante,CAMINHO_3,0,2,,Sem estoque minimo; Parado 625 dias
MAT-00467,Pano Alumínio,Limpeza,CAMINHO_2,0,1,,Sem fornecedor
MAT-00468,Presilha Cobre,Acessórios,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-00469,Alicate Latão,Ferramentas,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-00470,Solvente Cobre,Químico,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 563 dias
MAT-00471,caneta Aço,Escritório,CAMINHO_1,0,0,,
MAT-00472,Chave Aço,Ferramentas,CAMINHO_1,0,0,,
MAT-00473,Chave Cobre,Ferramentas,CAMINHO_3,0,2,,Sem fornecedor; Preco alto: R$1644.45 (revisar)
MAT-00474,Disjuntor Aço,Elétrico,CAMINHO_2,0,1,,Parado 618 dias
MAT-00475,Caneta em PVC,Escritório,CAMINHO_2,0,1,,Sem estoque minimo
MAT-00476,Anel Alumínio,Peças,REJEITADO,1,0,NCM vazio,
MAT-00477,Alicate Cobre,Ferramentas,CAMINHO_2,0,1,,Parado 507 dias
MAT-00478,Máscara Plástico,EPI,CAMINHO_2,0,1,,Sem fornecedor
MAT-00479,Detergente Alumínio,Limpeza,CAMINHO_3,0,3,,Sem fornecedor; Sem estoque minimo; Parado 463 dias
MAT-00480,Filtro Cobre,Pneumático,CAMINHO_2,0,1,,Sem estoque minimo
MAT-00481,Filtro Cobre,Pneumático,CAMINHO_2,0,1,,Parado 443 dias
MAT-00482,Catalisador Plástico,Químico,CAMINHO_1,0,0,,
MAT-00483,Registro Cobre,Hidráulico,CAMINHO_2,0,1,,Parado 660 dias
MAT-00484,Capacitor Latão,Eletrônico,CAMINHO_2,0,1,,Parado 571 dias
MAT-00485,Parafuso M12 Alumínio,Fixação,REJEITADO,1,2,NCM vazio,Sem estoque minimo; Parado 369 dias
MAT-00486,Arruela Inox,Fixação,CAMINHO_1,0,0,,
MAT-00487,Abraçadeira Aço,Acessórios,CAMINHO_2,0,1,,Parado 511 dias
MAT-00488,Fluido Cobre,Lubrificante,CAMINHO_2,0,1,,Preco alto: R$1919.59 (revisar)
MAT-00489,Conexão Aço,Pneumático,CAMINHO_1,0,0,,
MAT-00490,conexão Inox,Hidráulico,CAMINHO_2,0,1,,Parado 595 dias
MAT-00491,Rolamento Alumínio,Mecânico,REJEITADO,1,0,NCM vazio,
MAT-00492,Etiqueta Aço,Embalagem,CAMINHO_1,0,0,,
MAT-00493,Válvula Inox,Hidráulico,REJEITADO,1,1,NCM vazio,Parado 656 dias
MAT-00494,Válvula Alumínio,Pneumático,CAMINHO_2,0,1,,Sem fornecedor
MAT-00495,Tomada Cobre,Elétrico,REJEITADO,1,1,NCM vazio,Parado 424 dias
MAT-00496,Engrenagem Inox,Mecânico,CAMINHO_2,0,1,,Parado 448 dias
MAT-00497,Cabo 4mm² Alumínio,Elétrico,CAMINHO_1,0,0,,
MAT-00498,Base em Cobre,Químico,CAMINHO_3,0,2,,Sem fornecedor; Parado 512 dias
MAT-00499,Retentor Alumínio,Peças,CAMINHO_2,0,1,,Parado 453 dias
MAT-00500,Anel Alumínio,Peças,REJEITADO,1,0,NCM vazio,
MAT-00501,Martelo Cobre,Ferramentas,CAMINHO_3,0,2,,Sem fornecedor; Parado 544 dias
MAT-00502,Fluido Cobre,Lubrificante,CAMINHO_1,0,0,,
MAT-00503,parafuso M10 Alumínio,Fixação,CAMINHO_1,0,0,,
MAT-00504,Chave PVC,Ferramentas,CAMINHO_3,0,2,,Sem fornecedor; Preco alto: R$1854.31 (revisar)
MAT-00505,LED Plástico,Eletrônico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-00506,Pano Inox,Limpeza,CAMINHO_2,0,1,,Sem estoque minimo
MAT-00507,capacete Plástico,EPI,CAMINHO_3,0,2,,Sem estoque minimo; Parado 450 dias
MAT-00508,led Plástico,Eletrônico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-00509,Anel Aço,Peças,CAMINHO_1,0,0,,
MAT-00510,Chave Cobre,Ferramentas,CAMINHO_1,0,0,,
MAT-00511,interruptor Alumínio,Elétrico,CAMINHO_1,0,0,,
MAT-00512,Caneta PVC,Escritório,CAMINHO_2,0,1,,Parado 419 dias
MAT-00513,Caneta PVC,Escritório,REJEITADO,1,0,Preco zerado,
MAT-00514,Rolamento Alumínio,Mecânico,REJEITADO,1,2,NCM vazio,Sem fornecedor; Preco alto: R$1612.53 (revisar)
MAT-00515,Máscara Cobre,EPI,CAMINHO_3,0,2,,Sem fornecedor; Parado 533 dias
MAT-00516,Martelo Latão,Ferramentas,CAMINHO_1,0,0,,
MAT-00517,Interruptor PVC,Elétrico,CAMINHO_3,0,2,,Sem fornecedor; Parado 732 dias
MAT-00518,óculos PVC,EPI,CAMINHO_1,0,0,,
MAT-00519,Anel Plástico,Peças,CAMINHO_2,0,1,,Sem fornecedor
MAT-00520,Desinfetante Cobre,Limpeza,REJEITADO,1,1,NCM vazio,Parado 366 dias
MAT-00521,Parafuso M12 Latão,Fixação,CAMINHO_1,0,0,,
MAT-00522,Graxa Inox,Lubrificante,CAMINHO_1,0,0,,
MAT-00523,LED Aço,Eletrônico,CAMINHO_2,0,1,,Parado 455 dias
MAT-00524,Reagente Cobre,Químico,CAMINHO_1,0,0,,
MAT-00525,Grampeador Plástico,Escritório,CAMINHO_3,0,2,,Sem estoque minimo; Parado 428 dias
MAT-00526,chave Cobre,Ferramentas,CAMINHO_1,0,0,,
MAT-00527,"Tubo 1.1/4"" PVC",Hidráulico,CAMINHO_3,0,2,,Sem estoque minimo; Parado 434 dias
MAT-00528,Lâmpada Latão,Elétrico,CAMINHO_1,0,0,,
MAT-00529,Clipe Inox,Acessórios,CAMINHO_1,0,0,,
MAT-00530,Caneta Aço,Escritório,CAMINHO_2,0,1,,Parado 370 dias
MAT-00531,Base Cobre,Químico,CAMINHO_3,0,2,,Sem fornecedor; Parado 392 dias
MAT-00532,Anel Plástico,Peças,CAMINHO_2,0,1,,Preco alto: R$1922.51 (revisar)
MAT-00533,Alicate Plástico,Ferramentas,CAMINHO_2,0,1,,Sem fornecedor
MAT-00534,Suporte PVC,Acessórios,CAMINHO_1,0,0,,
MAT-00535,Bucha Latão,Mecânico,CAMINHO_1,0,0,,
MAT-00536,Suporte Plástico,Acessórios,CAMINHO_3,0,2,,Sem estoque minimo; Parado 597 dias
MAT-00537,Válvula em PVC,Hidráulico,REJEITADO,1,3,Preco zerado,Sem fornecedor; Sem estoque minimo; Parado 599 dias
MAT-00538,Máscara Latão,EPI,REJEITADO,1,2,NCM vazio,Sem fornecedor; Sem estoque minimo
MAT-00539,Balde Plástico,Limpeza,CAMINHO_2,0,1,,Sem estoque minimo
MAT-00540,Mangueira em Plástico,Pneumático,CAMINHO_2,0,1,,Sem estoque minimo
MAT-00541,Junta Inox,Peças,CAMINHO_2,0,1,,Parado 658 dias
MAT-00542,Ácido Alumínio,Químico,CAMINHO_2,0,1,,Sem fornecedor
MAT-00543,Válvula Latão,Hidráulico,CAMINHO_1,0,0,,
MAT-00544,Plástico Inox,Embalagem,CAMINHO_2,0,1,,Sem estoque minimo
MAT-00545,Graxa Aço,Lubrificante,CAMINHO_3,0,2,,Sem fornecedor; Parado 371 dias
MAT-00546,resistor Alumínio,Eletrônico,CAMINHO_1,0,0,,
MAT-00547,Bucha PVC,Mecânico,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-00548,Filtro Cobre,Pneumático,CAMINHO_2,0,1,,Sem fornecedor
MAT-00549,Máscara Plástico,EPI,REJEITADO,1,1,NCM vazio,Parado 722 dias
MAT-00550,Clips PVC,Escritório,CAMINHO_1,0,0,,
MAT-00551,Catalisador PVC,Químico,CAMINHO_1,0,0,,
MAT-00552,Anel PVC,Peças,REJEITADO,1,0,NCM vazio,
MAT-00553,Presilha Alumínio,Acessórios,CAMINHO_1,0,0,,
MAT-00554,Fita Alumínio,Embalagem,REJEITADO,1,1,NCM vazio,Parado 702 dias
MAT-00555,Resistor Aço,Eletrônico,CAMINHO_1,0,0,,
MAT-00556,Arruela Inox,Fixação,CAMINHO_2,0,1,,Parado 406 dias
MAT-00557,Conexão Alumínio,Pneumático,CAMINHO_1,0,0,,
MAT-00558,Sensor Plástico,Eletrônico,CAMINHO_1,0,0,,
MAT-00559,Cabo 16mm² Plástico,Elétrico,REJEITADO,1,0,NCM vazio,
MAT-00560,Máscara Cobre,EPI,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-00561,"Tubo 1/2"" Plástico",Hidráulico,REJEITADO,1,0,NCM vazio,
MAT-00562,Cabo 4mm² Inox,Elétrico,CAMINHO_2,0,1,,Preco alto: R$1509.16 (revisar)
MAT-00563,Reagente Plástico,Químico,CAMINHO_1,0,0,,
MAT-00564,Lâmpada Latão,Elétrico,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-00565,Presilha Plástico,Acessórios,CAMINHO_2,0,1,,Parado 443 dias
MAT-00566,Anel Aço,Peças,CAMINHO_1,0,0,,
MAT-00567,Etiqueta Cobre,Embalagem,CAMINHO_2,0,1,,Sem estoque minimo
MAT-00568,Chave Cobre,Ferramentas,CAMINHO_2,0,1,,Parado 436 dias
MAT-00569,Óculos Alumínio,EPI,CAMINHO_1,0,0,,
MAT-00570,Arruela Latão,Fixação,CAMINHO_2,0,1,,Preco alto: R$1755.80 (revisar)
MAT-00571,Suporte Aço,Acessórios,CAMINHO_1,0,0,,
MAT-00572,Serra Cobre,Ferramentas,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-00573,Suporte Latão,Acessórios,CAMINHO_1,0,0,,
MAT-00574,Gancho PVC,Acessórios,CAMINHO_3,0,2,,Sem fornecedor; Parado 413 dias
MAT-00575,Plástico Aço,Embalagem,CAMINHO_1,0,0,,
MAT-00576,Spray Latão,Lubrificante,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 569 dias
MAT-00577,Ácido Aço,Químico,CAMINHO_1,0,0,,
MAT-00578,conexão Plástico,Pneumático,CAMINHO_3,0,2,,Sem estoque minimo; Parado 557 dias
MAT-00579,Spray Cobre,Lubrificante,CAMINHO_1,0,0,,
MAT-00580,Correia Inox,Mecânico,CAMINHO_1,0,0,,
MAT-00581,Serra Cobre,Ferramentas,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-00582,Martelo PVC,Ferramentas,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-00583,Detergente Alumínio,Limpeza,CAMINHO_2,0,1,,Sem estoque minimo
MAT-00584,Válvula Alumínio,Hidráulico,REJEITADO,1,0,NCM vazio,
MAT-00585,LED Inox,Eletrônico,REJEITADO,1,0,NCM vazio,
MAT-00586,Serra Alumínio,Ferramentas,REJEITADO,1,0,NCM vazio,
MAT-00587,Conexão Plástico,Hidráulico,CAMINHO_3,0,2,,Sem fornecedor; Parado 375 dias
MAT-00588,Balde Inox,Limpeza,REJEITADO,1,0,NCM vazio,
MAT-00589,Suporte em Inox,Acessórios,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-00590,Lâmpada Inox,Elétrico,REJEITADO,1,1,NCM vazio,Parado 384 dias
MAT-00591,Ácido Cobre,Químico,REJEITADO,1,1,NCM vazio,Preco alto: R$1801.64 (revisar)
MAT-00592,mangueira PVC,Hidráulico,CAMINHO_1,0,0,,
MAT-00593,Alicate Plástico,Ferramentas,CAMINHO_2,0,1,,Sem estoque minimo
MAT-00594,Clipe Latão,Acessórios,CAMINHO_2,0,1,,Parado 557 dias
MAT-00595,Caixa em Latão,Embalagem,CAMINHO_1,0,0,,
MAT-00596,Serra PVC,Ferramentas,REJEITADO,1,1,NCM vazio,Parado 610 dias
MAT-00597,Base Inox,Químico,CAMINHO_2,0,1,,Parado 513 dias
MAT-00598,Caneta Cobre,Escritório,CAMINHO_3,0,2,,Sem estoque minimo; Parado 439 dias
MAT-00599,Chave Latão,Ferramentas,CAMINHO_1,0,0,,
MAT-00600,Papel PVC,Escritório,CAMINHO_1,0,0,,
MAT-00601,Base Cobre,Químico,CAMINHO_1,0,0,,
MAT-00602,Spray PVC,Lubrificante,CAMINHO_2,0,1,,Parado 472 dias
MAT-00603,Conexão Aço,Hidráulico,CAMINHO_2,0,1,,Parado 457 dias
MAT-00604,rolamento Aço,Peças,CAMINHO_2,0,1,,Preco alto: R$1677.48 (revisar)
MAT-00605,conexão Inox,Pneumático,CAMINHO_2,0,1,,Sem estoque minimo
MAT-00606,Etiqueta Aço,Embalagem,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-00607,Lâmpada Latão,Elétrico,CAMINHO_1,0,0,,
MAT-00608,Capacitor PVC,Eletrônico,CAMINHO_2,0,1,,Parado 489 dias
MAT-00609,Caixa Plástico,Embalagem,CAMINHO_2,0,1,,Sem fornecedor
MAT-00610,Lâmpada Cobre,Elétrico,CAMINHO_1,0,0,,
MAT-00611,Porca M6 Inox,Fixação,CAMINHO_1,0,0,,
MAT-00612,Sensor PVC,Eletrônico,REJEITADO,1,2,NCM vazio,Sem estoque minimo; Parado 593 dias
MAT-00613,"Tubo 3/4"" Latão",Hidráulico,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-00614,Cilindro Inox,Pneumático,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-00615,plástico Cobre,Embalagem,CAMINHO_3,0,2,,Preco alto: R$1745.66 (revisar); Parado 428 dias
MAT-00616,Capacitor Aço,Eletrônico,REJEITADO,1,2,NCM vazio,Sem fornecedor; Sem estoque minimo
MAT-00617,Vassoura Alumínio,Limpeza,CAMINHO_2,0,1,,Preco alto: R$1524.88 (revisar)
MAT-00618,Parafuso M6 PVC,Fixação,REJEITADO,1,0,NCM vazio,
MAT-00619,Conexão Cobre,Hidráulico,CAMINHO_2,0,1,,Parado 518 dias
MAT-00620,Detergente Aço,Limpeza,CAMINHO_2,0,1,,Parado 369 dias
MAT-00621,Base Aço,Químico,CAMINHO_1,0,0,,
MAT-00622,LED PVC,Eletrônico,CAMINHO_3,0,2,,Sem estoque minimo; Parado 562 dias
MAT-00623,Martelo PVC,Ferramentas,REJEITADO,1,1,NCM vazio,Parado 381 dias
MAT-00624,Interruptor PVC,Elétrico,CAMINHO_2,0,1,,Sem fornecedor
MAT-00625,Filtro PVC,Pneumático,REJEITADO,1,0,Preco zerado,
