codigo_material,descricao,categoria,status,dias_sem_movimento,classificacao_giro,faixa_movimento,valor_estoque,estoque_atual
MAT-02453,Capacete PVC,EPI,Ativo,576,Baixo,366-730 dias,697395.3,1565
MAT-01146,Válvula Inox,Pneumático,Ativo,576,Baixo,366-730 dias,5684288.5600000005,3086
MAT-00266,Fita Plástico,Embalagem,Ativo,576,Baixo,366-730 dias,42811.18,4294
MAT-01261,LED Cobre,Eletrônico,Ativo,576,Baixo,366-730 dias,3369.9,1434
MAT-01430,Eixo Alumínio,Mecânico,Ativo,575,Baixo,366-730 dias,21600.15,3021
MAT-00142,Disjuntor Latão,Elétrico,Ativo,575,Baixo,366-730 dias,25026.4,4360
MAT-01039,Alicate Inox,Ferramentas,Ativo,575,Baixo,366-730 dias,98431.20000000001,1488
MAT-01791,Rolamento Cobre,Peças,Ativo,573,Baixo,366-730 dias,40715.399999999994,4092
MAT-02003,Luva GG Latão,EPI,Ativo,572,Baixo,366-730 dias,2002.0800000000002,776
MAT-00423,Mangueira Cobre,Hidráulico,Ativo,572,Baixo,366-730 dias,16014.439999999999,4738
MAT-02955,Máscara Latão,EPI,Ativo,572,Baixo,366-730 dias,2249146.3200000003,4098
MAT-02959,Abraçadeira Aço,Acessórios,Ativo,571,Baixo,366-730 dias,11216.699999999999,4635
MAT-00484,Capacitor Latão,Eletrônico,Ativo,570,Baixo,366-730 dias,115944.64,2168
MAT-02702,conexão PVC,Pneumático,Bloqueado,569,Baixo,366-730 dias,21879.760000000002,3512
MAT-02380,Óleo Plástico,Lubrificante,Ativo,569,Baixo,366-730 dias,13527.720000000001,2127
MAT-00576,Spray Latão,Lubrificante,Bloqueado,568,Baixo,366-730 dias,14458.099999999999,4435
MAT-01864,retentor Alumínio,Peças,Ativo,568,Baixo,366-730 dias,1592.1,549
MAT-00166,Suporte Cobre,Acessórios,Ativo,567,Baixo,366-730 dias,7902.72,4032
MAT-01133,Pasta Cobre,Lubrificante,Ativo,567,Baixo,366-730 dias,238134.3,2703
MAT-01283,abraçadeira PVC,Acessórios,Ativo,566,Baixo,366-730 dias,3322716.39,3427
MAT-02393,Bota PVC,EPI,Ativo,565,Baixo,366-730 dias,1922244.2999999998,1926
MAT-01887,Correia Alumínio,Mecânico,Ativo,565,Baixo,366-730 dias,144791.4,2964
MAT-00153,Válvula Aço,Pneumático,Ativo,565,Baixo,366-730 dias,8185567.32,4284
MAT-01054,Sensor Inox,Eletrônico,Inativo,565,Baixo,366-730 dias,10168.16,1234
MAT-02397,Lâmpada Aço,Elétrico,Ativo,564,Baixo,366-730 dias,109958.54999999999,1581
MAT-01392,Cabo 4mm² PVC,Elétrico,Bloqueado,564,Baixo,366-730 dias,3720398.73,4357
MAT-01675,Graxa Aço,Lubrificante,Ativo,564,Baixo,366-730 dias,3201.6000000000004,435
MAT-06001,Cabo 4mm² PVC,Elétrico,Bloqueado,564,Baixo,366-730 dias,3847436.100815208,4357
MAT-06001,Graxa PVC,Lubrificante,Bloqueado,563,Baixo,366-730 dias,10254.568041068205,3492
MAT-00011,Conexão Inox,Pneumático,Inativo,563,Baixo,366-730 dias,175268.38,3334
MAT-00702,Graxa PVC,Lubrificante,Bloqueado,563,Baixo,366-730 dias,10476.0,3492
MAT-00261,Desinfetante Plástico,Limpeza,Ativo,562,Baixo,366-730 dias,164941.44,3252
MAT-00470,Solvente Cobre,Químico,Ativo,562,Baixo,366-730 dias,135650.32,1378
MAT-01118,Junta Alumínio,Peças,Ativo,562,Baixo,366-730 dias,11516.259999999998,3826
MAT-02674,Sensor Cobre,Eletrônico,Ativo,562,Baixo,366-730 dias,4852611.17,3083
MAT-00113,Grampeador Alumínio,Escritório,Ativo,561,Baixo,366-730 dias,92916.7,2258
MAT-01967,Porca M8 Plástico,Fixação,Ativo,561,Baixo,366-730 dias,10561.8,3035
MAT-00622,LED PVC,Eletrônico,Inativo,561,Baixo,366-730 dias,93238.84000000001,1396
MAT-02008,Cilindro Alumínio,Pneumático,Ativo,560,Baixo,366-730 dias,15459.84,2304
MAT-00432,Vedação Aço,Peças,Bloqueado,560,Baixo,366-730 dias,25967.8,3308
MAT-06001,CILINDRO ALUMÍNIO,Pneumático,Ativo,560,Baixo,366-730 dias,14739.242889223045,2304
MAT-02922,Bota Plástico,EPI,Ativo,560,Baixo,366-730 dias,11832.36,1812
MAT-02567,Grampeador Aço,Escritório,Ativo,560,Baixo,366-730 dias,1287.72,252
MAT-02410,Detergente Cobre,Limpeza,Bloqueado,560,Baixo,366-730 dias,288.96000000000004,56
MAT-02250,Registro Cobre,Hidráulico,Ativo,559,Baixo,366-730 dias,36427.43,4043
MAT-02342,Correia Cobre,Mecânico,Bloqueado,559,Baixo,366-730 dias,73567.34,4154
MAT-02681,Catalisador Plástico,Químico,Ativo,558,Baixo,366-730 dias,6323.39,1447
MAT-02716,Cilindro Cobre,Pneumático,Ativo,557,Baixo,366-730 dias,28122.84,3438
MAT-01609,Pasta Cobre,Escritório,Ativo,557,Baixo,366-730 dias,325483.88,3697
MAT-00594,Clipe Latão,Acessórios,Bloqueado,556,Baixo,366-730 dias,599.04,1664
MAT-00578,conexão Plástico,Pneumático,Ativo,556,Baixo,366-730 dias,93831.4,3107
MAT-02347,Interruptor Latão,Elétrico,Ativo,556,Baixo,366-730 dias,979225.2000000001,540
MAT-01361,Arruela Latão,Fixação,Bloqueado,555,Baixo,366-730 dias,108719.52,1482
MAT-00932,Registro Latão,Hidráulico,Ativo,555,Baixo,366-730 dias,128845.84999999999,3365
MAT-00666,Caneta Latão,Escritório,Ativo,554,Baixo,366-730 dias,33925.5,4725
MAT-01407,Prego PVC,Fixação,Inativo,554,Baixo,366-730 dias,9070.74,966
MAT-01723,Anel Plástico,Peças,Ativo,554,Baixo,366-730 dias,3040.22,2141
MAT-01396,Junta PVC,Peças,Ativo,553,Baixo,366-730 dias,871.2,1320
MAT-00396,Clipe Latão,Acessórios,Ativo,553,Baixo,366-730 dias,29452.570000000003,3313
MAT-00110,Desinfetante Inox,Limpeza,Bloqueado,553,Baixo,366-730 dias,340265.71,4777
MAT-01123,Furadeira Aço,Ferramentas,Inativo,553,Baixo,366-730 dias,165166.82,1963
MAT-02700,Rebite PVC,Fixação,Ativo,552,Baixo,366-730 dias,34747.439999999995,3612
MAT-00382,Tomada Latão,Elétrico,Inativo,552,Baixo,366-730 dias,8951.800000000001,626
MAT-00444,Graxa Cobre,Lubrificante,Inativo,551,Baixo,366-730 dias,21593.31,2643
MAT-02371,Óleo Plástico,Lubrificante,Ativo,550,Baixo,366-730 dias,6398185.359999999,4151
MAT-01738,Válvula Plástico,Hidráulico,Ativo,550,Baixo,366-730 dias,0.0,3334
MAT-01548,Prego Plástico,Fixação,Ativo,550,Baixo,366-730 dias,48855.76,2638
MAT-00054,Caneta Cobre,Escritório,Inativo,549,Baixo,366-730 dias,1284.84,2988
MAT-00636,Filtro Alumínio,Pneumático,Ativo,549,Baixo,366-730 dias,2723.68,4696
MAT-01468,Tomada Cobre,Elétrico,Ativo,547,Baixo,366-730 dias,77775.84999999999,2473
MAT-00907,Papelão PVC,Embalagem,Ativo,547,Baixo,366-730 dias,18224.18,4834
MAT-00400,Balde Latão,Limpeza,Ativo,546,Baixo,366-730 dias,23072.0,3605
MAT-01464,Graxa Inox,Lubrificante,Ativo,546,Baixo,366-730 dias,3784.0,440
MAT-06001,Balde Latão,Limpeza,Ativo,546,Baixo,366-730 dias,22147.558307624775,3605
MAT-01085,Pasta Plástico,Lubrificante,Ativo,545,Baixo,366-730 dias,534924.72,2088
MAT-00501,Martelo Cobre,Ferramentas,Ativo,543,Baixo,366-730 dias,648.9599999999999,169
MAT-01298,Óculos Plástico,EPI,Ativo,542,Baixo,366-730 dias,48088.54,4897
MAT-01305,Alicate Latão,Ferramentas,Ativo,542,Baixo,366-730 dias,2258.55,2151
MAT-00358,Resistor Latão,Eletrônico,Bloqueado,542,Baixo,366-730 dias,153650.25,2781
MAT-01989,Martelo Inox,Ferramentas,Ativo,540,Baixo,366-730 dias,416673.48000000004,4436
MAT-02630,Porca M16 em Latão,Fixação,Bloqueado,540,Baixo,366-730 dias,19560.31,2101
MAT-00942,Caneta Plástico,Escritório,Ativo,539,Baixo,366-730 dias,17404.8,3108
MAT-00687,Arruela Aço,Fixação,Bloqueado,539,Baixo,366-730 dias,15196.32,2076
MAT-00267,Resistor Latão,Eletrônico,Ativo,539,Baixo,366-730 dias,35857.8,3622
MAT-06001,Caneta Plástico,Escritório,Ativo,539,Baixo,366-730 dias,18025.79277281346,3108
MAT-06001,PASTA PLÁSTICO,Escritório,Ativo,538,Baixo,366-730 dias,4652.313093742637,2673
MAT-01975,Pasta Plástico,Escritório,Ativo,538,Baixo,366-730 dias,4463.91,2673
MAT-00296,Retentor Plástico,Peças,Ativo,538,Baixo,366-730 dias,6749.660000000001,1934
MAT-00231,Presilha Aço,Acessórios,Ativo,538,Baixo,366-730 dias,540637.52,3148
MAT-01658,Engrenagem Latão,Mecânico,Ativo,536,Baixo,366-730 dias,172177.97999999998,2063
MAT-00190,Catalisador Alumínio,Químico,Ativo,536,Baixo,366-730 dias,268075.04000000004,2942
MAT-01386,presilha Alumínio,Acessórios,Ativo,536,Baixo,366-730 dias,47585.62,4402
MAT-01806,Disjuntor Alumínio,Elétrico,Ativo,536,Baixo,366-730 dias,3387.9900000000002,3643
MAT-00366,Mangueira Latão,Pneumático,Ativo,536,Baixo,366-730 dias,27333.38,3182
MAT-01459,Martelo Cobre,Ferramentas,Ativo,535,Baixo,366-730 dias,96160.5,1257
MAT-02180,Abraçadeira Cobre,Acessórios,Bloqueado,534,Baixo,366-730 dias,32513.469999999998,4049
MAT-00796,Fita Cobre,Embalagem,Ativo,534,Baixo,366-730 dias,25864.96,3872
MAT-00010,Presilha Aço,Acessórios,Ativo,533,Baixo,366-730 dias,118660.75,1885
MAT-01926,"Tubo 1"" Inox",Hidráulico,Ativo,533,Baixo,366-730 dias,15333.76,2522
MAT-02022,Bucha Inox,Mecânico,Ativo,533,Baixo,366-730 dias,380976.60000000003,4370
MAT-01664,Junta Aço,Peças,Ativo,533,Baixo,366-730 dias,45.6,16
MAT-02070,Anel em Latão,Peças,Ativo,532,Baixo,366-730 dias,79843.44,1272
MAT-02776,Óleo Inox,Lubrificante,Inativo,532,Baixo,366-730 dias,39537.52,1432
MAT-00156,óleo Plástico,Lubrificante,Ativo,532,Baixo,366-730 dias,2248.26,707
MAT-00909,Rolamento Alumínio,Mecânico,Bloqueado,532,Baixo,366-730 dias,5809.169999999999,249
MAT-06001,MÁSCARA COBRE,EPI,Inativo,532,Baixo,366-730 dias,49776.07114881465,2382
MAT-00515,Máscara Cobre,EPI,Inativo,532,Baixo,366-730 dias,51951.42,2382
MAT-00960,Clipe PVC,Acessórios,Bloqueado,531,Baixo,366-730 dias,1146294.22,4261
MAT-02392,Junta Plástico,Peças,Ativo,531,Baixo,366-730 dias,3745.5800000000004,2734
MAT-02447,Porca M12 Aço,Fixação,Ativo,531,Baixo,366-730 dias,289127.33999999997,3086
MAT-00082,Clips Inox,Escritório,Ativo,531,Baixo,366-730 dias,128700.09999999999,1970
MAT-01446,Registro Plástico,Hidráulico,Ativo,531,Baixo,366-730 dias,253980.87,2847
MAT-02717,Módulo Cobre,Eletrônico,Ativo,531,Baixo,366-730 dias,149493.42,1754
MAT-02948,Óculos Inox,EPI,Ativo,531,Baixo,366-730 dias,6797937.4399999995,4336
MAT-01595,Eixo Cobre,Mecânico,Ativo,530,Baixo,366-730 dias,19823.0,4610
MAT-02749,abraçadeira Alumínio,Acessórios,Ativo,529,Baixo,366-730 dias,477.54,758
MAT-02300,Válvula Cobre,Hidráulico,Ativo,528,Baixo,366-730 dias,15174.539999999999,3078
MAT-02943,Rolamento Plástico,Peças,Inativo,528,Baixo,366-730 dias,8708.0,2800
MAT-01172,Arruela Inox,Fixação,Ativo,528,Baixo,366-730 dias,7020.8,2194
MAT-00220,Graxa Plástico,Lubrificante,Ativo,527,Baixo,366-730 dias,14371.71,2939
MAT-01116,Chave PVC,Ferramentas,Ativo,527,Baixo,366-730 dias,129148.68000000001,1679
MAT-02594,Solvente PVC,Químico,Ativo,527,Baixo,366-730 dias,0.0,2399
MAT-02253,Disjuntor Cobre,Elétrico,Bloqueado,526,Baixo,366-730 dias,738.2,3691
MAT-00120,Plástico PVC,Embalagem,Ativo,526,Baixo,366-730 dias,25916.100000000002,4018
MAT-06001,PLÁSTICO PVC,Embalagem,Ativo,526,Baixo,366-730 dias,24833.90736849957,4018
MAT-01445,Solvente PVC,Químico,Ativo,526,Baixo,366-730 dias,15944.23,2707
MAT-01596,Caixa Plástico,Embalagem,Ativo,525,Baixo,366-730 dias,4104081.77,2791
MAT-00719,Graxa Inox,Lubrificante,Ativo,525,Baixo,366-730 dias,8061.12,1296
MAT-02904,Clipe Inox,Acessórios,Ativo,525,Baixo,366-730 dias,248038.05000000002,4043
MAT-02942,Martelo Latão,Ferramentas,Ativo,524,Baixo,366-730 dias,24134.219999999998,717
MAT-01585,Plástico Latão,Embalagem,Ativo,524,Baixo,366-730 dias,7141893.72,3701
MAT-02601,"Tubo 1.1/4"" Aço",Hidráulico,Ativo,524,Baixo,366-730 dias,124219.26,4257
MAT-01238,Sensor Latão,Eletrônico,Ativo,524,Baixo,366-730 dias,8859.28,584
MAT-00832,Luva XG PVC,EPI,Ativo,524,Baixo,366-730 dias,86724.0,1460
MAT-00295,Desinfetante Alumínio,Limpeza,Ativo,522,Baixo,366-730 dias,1979.2,2474
MAT-06001,CONEXÃO PVC,Hidráulico,Inativo,522,Baixo,366-730 dias,2313.4507847265277,1758
MAT-00044,Eixo PVC,Mecânico,Ativo,522,Baixo,366-730 dias,20673.75,3725
MAT-01278,Conexão PVC,Hidráulico,Inativo,522,Baixo,366-730 dias,2215.08,1758
MAT-02437,Mangueira Alumínio,Pneumático,Ativo,521,Baixo,366-730 dias,0.0,1160
MAT-02529,Engrenagem Aço,Mecânico,Ativo,521,Baixo,366-730 dias,129408.3,1435
MAT-02740,Lâmpada Inox,Elétrico,Ativo,521,Baixo,366-730 dias,25985.52,612
MAT-01231,Filtro em Plástico,Pneumático,Ativo,521,Baixo,366-730 dias,1081166.0,1700
MAT-06001,ENGRENAGEM AÇO,Mecânico,Ativo,521,Baixo,366-730 dias,126861.24875565365,1435
MAT-01223,Conexão Inox,Hidráulico,Bloqueado,520,Baixo,366-730 dias,62418.87,4593
MAT-00255,Papelão Alumínio,Embalagem,Ativo,520,Baixo,366-730 dias,1294672.3199999998,2848
MAT-01812,Balde Alumínio,Limpeza,Ativo,519,Baixo,366-730 dias,24347.640000000003,4443
MAT-02420,Pano Latão,Limpeza,Ativo,519,Baixo,366-730 dias,5505586.0,2825
MAT-01293,Caixa Inox,Embalagem,Ativo,519,Baixo,366-730 dias,2816050.56,3936
MAT-01797,"Tubo 1/2"" Inox",Hidráulico,Ativo,519,Baixo,366-730 dias,77581.79000000001,2629
MAT-01978,Capacete Aço,EPI,Ativo,518,Baixo,366-730 dias,133419.36000000002,3824
MAT-02218,Parafuso M12 Plástico,Fixação,Inativo,518,Baixo,366-730 dias,19572.16,1973
MAT-01068,Alicate Plástico,Ferramentas,Ativo,518,Baixo,366-730 dias,6375.11,427
MAT-01910,Lâmpada Plástico,Elétrico,Ativo,518,Baixo,366-730 dias,0.0,1387
MAT-00370,Clipe Cobre,Acessórios,Ativo,518,Baixo,366-730 dias,0.0,1382
MAT-00915,papelão Cobre,Embalagem,Bloqueado,517,Baixo,366-730 dias,6286.719999999999,836
MAT-00970,Spray Latão,Lubrificante,Ativo,517,Baixo,366-730 dias,370839.85000000003,415
MAT-01109,Capacitor Latão,Eletrônico,Ativo,517,Baixo,366-730 dias,286279.84,2128
MAT-02835,Fita Aço,Embalagem,Bloqueado,517,Baixo,366-730 dias,80.86,622
MAT-00619,Conexão Cobre,Hidráulico,Ativo,517,Baixo,366-730 dias,56619.6,1627
MAT-00657,Desinfetante PVC,Limpeza,Inativo,516,Baixo,366-730 dias,42682.92,4998
MAT-02432,Rolamento Inox,Mecânico,Ativo,516,Baixo,366-730 dias,5027.98,4261
MAT-02975,Óleo Inox,Lubrificante,Ativo,516,Baixo,366-730 dias,363486.95,4415
MAT-06001,DESINFETANTE PVC,Limpeza,Inativo,516,Baixo,366-730 dias,42746.806544301886,4998
MAT-02081,Alicate Latão,Ferramentas,Ativo,515,Baixo,366-730 dias,208960.28,2986
MAT-01452,Junta PVC,Peças,Ativo,514,Baixo,366-730 dias,3520.8,3912
MAT-02566,Interruptor Cobre,Elétrico,Bloqueado,514,Baixo,366-730 dias,24698.31,3237
MAT-01277,Anel Inox,Peças,Ativo,513,Baixo,366-730 dias,5082.75,225
MAT-06001,INTERRUPTOR LATÃO,Elétrico,Inativo,512,Baixo,366-730 dias,0.0,1579
MAT-02934,Prego Aço,Fixação,Ativo,512,Baixo,366-730 dias,85510.56,1392
MAT-02725,Conexão Cobre,Hidráulico,Ativo,512,Baixo,366-730 dias,9608.76,1722
MAT-00597,Base Inox,Químico,Ativo,512,Baixo,366-730 dias,15066.86,1754
MAT-02216,Interruptor Latão,Elétrico,Inativo,512,Baixo,366-730 dias,14589.960000000001,1579
MAT-01764,Papel em Aço,Escritório,Ativo,512,Baixo,366-730 dias,219877.31999999998,884
MAT-00498,Base em Cobre,Químico,Ativo,511,Baixo,366-730 dias,535.5,85
MAT-02147,Alicate Plástico,Ferramentas,Inativo,511,Baixo,366-730 dias,8550.68,3548
MAT-01015,Módulo Alumínio,Eletrônico,Ativo,511,Baixo,366-730 dias,8277.18,1943
MAT-01072,Anel PVC,Peças,Inativo,511,Baixo,366-730 dias,3214.7400000000002,409
MAT-01194,Reagente Alumínio,Químico,Ativo,511,Baixo,366-730 dias,690150.03,2087
MAT-01142,Plástico PVC,Embalagem,Ativo,510,Baixo,366-730 dias,1335.66,226
MAT-00744,Mangueira Alumínio,Pneumático,Bloqueado,510,Baixo,366-730 dias,4231.92,1603
MAT-02293,Parafuso M10 Latão,Fixação,Inativo,510,Baixo,366-730 dias,3615.92,616
MAT-00317,Fita Latão,Embalagem,Ativo,510,Baixo,366-730 dias,2222210.7600000002,1806
MAT-00300,Válvula Inox,Pneumático,Inativo,510,Baixo,366-730 dias,17598.84,3577
MAT-00487,Abraçadeira Aço,Acessórios,Ativo,510,Baixo,366-730 dias,2441727.13,2713
MAT-02137,Parafuso M6 em Alumínio,Fixação,Ativo,509,Baixo,366-730 dias,15248.0,1906
MAT-02704,Rolamento Latão,Peças,Ativo,509,Baixo,366-730 dias,174837.87,3989
MAT-00336,Resistor Cobre,Eletrônico,Ativo,509,Baixo,366-730 dias,2893426.86,2523
MAT-01417,Engrenagem PVC,Mecânico,Ativo,507,Baixo,366-730 dias,218484.86,3014
MAT-02225,Máscara PVC,EPI,Ativo,507,Baixo,366-730 dias,22380.64,344
MAT-02386,Etiqueta Cobre,Embalagem,Ativo,506,Baixo,366-730 dias,243648.0,3200
MAT-01504,Disjuntor Cobre,Elétrico,Ativo,506,Baixo,366-730 dias,5279859.4,2956
MAT-00477,Alicate Cobre,Ferramentas,Inativo,506,Baixo,366-730 dias,23793.52,4189
MAT-00684,Mangueira Latão,Hidráulico,Ativo,505,Baixo,366-730 dias,154751.85,2295
MAT-00826,Abraçadeira Latão,Acessórios,Ativo,505,Baixo,366-730 dias,1985102.3399999999,1878
MAT-06001,Abraçadeira Latão,Acessórios,Ativo,505,Baixo,366-730 dias,1955932.0057887642,1878
MAT-00772,Clips Aço,Escritório,Ativo,505,Baixo,366-730 dias,22715.48,1006
MAT-01265,Martelo Plástico,Ferramentas,Ativo,504,Baixo,366-730 dias,5165345.640000001,3403
MAT-01901,Vedação Latão,Peças,Ativo,504,Baixo,366-730 dias,77218.68,1644
MAT-02474,Luva P Cobre,EPI,Ativo,504,Baixo,366-730 dias,1125.18,1786
MAT-00729,Solvente PVC,Químico,Ativo,504,Baixo,366-730 dias,3282.5099999999998,539
MAT-02500,óculos Cobre,EPI,Ativo,504,Baixo,366-730 dias,15267.6,4241
MAT-02602,Bucha Alumínio,Mecânico,Ativo,503,Baixo,366-730 dias,10427.94,2826
MAT-01357,Reagente Latão,Químico,Ativo,502,Baixo,366-730 dias,223779.0,4850
MAT-02263,Vedação Plástico,Peças,Ativo,502,Baixo,366-730 dias,26759.879999999997,3108
MAT-00241,Spray PVC,Lubrificante,Bloqueado,502,Baixo,366-730 dias,35425.65,491
MAT-01387,Grampeador Plástico,Escritório,Bloqueado,501,Baixo,366-730 dias,728035.3,2105
MAT-02848,Catalisador Plástico,Químico,Bloqueado,501,Baixo,366-730 dias,5515.5199999999995,4448
MAT-02174,Conexão Plástico,Pneumático,Ativo,500,Baixo,366-730 dias,350531.0,3610
MAT-00284,Catalisador Latão,Químico,Bloqueado,499,Baixo,366-730 dias,183560.1,2127
MAT-00037,Base Cobre,Químico,Ativo,499,Baixo,366-730 dias,15597.900000000001,1590
MAT-02473,Correia Latão,Mecânico,Inativo,499,Baixo,366-730 dias,152234.56,1693
MAT-00734,Sensor em Aço,Eletrônico,Ativo,499,Baixo,366-730 dias,181659.12,1912
MAT-00353,Engrenagem Inox,Mecânico,Bloqueado,498,Baixo,366-730 dias,28279.76,4259
MAT-01098,Vedação Cobre,Peças,Ativo,498,Baixo,366-730 dias,1642.8,1369
MAT-02083,Pasta PVC,Lubrificante,Ativo,498,Baixo,366-730 dias,285121.08,4086
MAT-02491,Pano PVC,Limpeza,Ativo,497,Baixo,366-730 dias,8412.48,4064
MAT-00443,Engrenagem Plástico,Mecânico,Ativo,497,Baixo,366-730 dias,15726.050000000001,2045
MAT-01421,Pasta Inox,Escritório,Ativo,497,Baixo,366-730 dias,222373.02,3889
MAT-01899,Papel Aço,Escritório,Inativo,497,Baixo,366-730 dias,2725721.7600000002,1786
MAT-02572,Balde PVC,Limpeza,Ativo,497,Baixo,366-730 dias,15980.159999999998,3444
MAT-02260,Capacete Plástico,EPI,Ativo,497,Baixo,366-730 dias,93076.2,1335
MAT-00810,Chave Latão,Ferramentas,Ativo,497,Baixo,366-730 dias,203373.24000000002,3486
MAT-02671,LED PVC,Eletrônico,Ativo,497,Baixo,366-730 dias,9826.380000000001,1761
MAT-00451,Cilindro PVC,Pneumático,Inativo,496,Baixo,366-730 dias,239815.68,4992
MAT-01767,Mangueira Inox,Pneumático,Bloqueado,496,Baixo,366-730 dias,182177.4,2110
MAT-02152,LED Aço,Eletrônico,Inativo,496,Baixo,366-730 dias,894.24,552
MAT-01287,Engrenagem PVC,Mecânico,Ativo,496,Baixo,366-730 dias,1773.09,891
MAT-06001,Retentor Inox,Peças,Ativo,495,Baixo,366-730 dias,189031.0453348465,2008
MAT-02403,Base Aço,Químico,Inativo,495,Baixo,366-730 dias,12121.800000000001,2724
MAT-00801,Módulo PVC,Eletrônico,Ativo,495,Baixo,366-730 dias,0.0,1611
MAT-02206,Filtro Latão,Pneumático,Ativo,495,Baixo,366-730 dias,332402.04,172
MAT-00409,Retentor Inox,Peças,Ativo,495,Baixo,366-730 dias,198149.44,2008
MAT-06001,REBITE AÇO,Fixação,Bloqueado,494,Baixo,366-730 dias,154865.14712796555,2831
MAT-00660,Reagente Aço,Químico,Ativo,494,Baixo,366-730 dias,36299.9,3989
MAT-02790,Rebite Aço,Fixação,Bloqueado,494,Baixo,366-730 dias,150241.17,2831
MAT-00884,Retentor Plástico,Peças,Ativo,494,Baixo,366-730 dias,0.0,1372
MAT-06001,Reagente Aço,Químico,Ativo,494,Baixo,366-730 dias,34722.416596273644,3989
MAT-00310,Bucha Latão,Mecânico,Ativo,493,Baixo,366-730 dias,9983.25,3825
MAT-00899,Válvula Cobre,Hidráulico,Ativo,493,Baixo,366-730 dias,2030823.6,1608
MAT-01726,Papel Aço,Escritório,Ativo,493,Baixo,366-730 dias,41901.5,4525
MAT-00685,Mangueira Inox,Hidráulico,Ativo,493,Baixo,366-730 dias,6328665.0,3996
MAT-02839,Porca M10 Inox,Fixação,Bloqueado,493,Baixo,366-730 dias,5681.37,3813
MAT-01013,Parafuso Latão M8,Fixação,Ativo,492,Baixo,366-730 dias,3899.4,582
MAT-02069,Arruela Cobre,Fixação,Ativo,492,Baixo,366-730 dias,20137.35,2235
MAT-06001,PARAFUSO LATÃO M8,Fixação,Ativo,492,Baixo,366-730 dias,0.0,582
MAT-02960,Presilha Aço,Acessórios,Bloqueado,491,Baixo,366-730 dias,9373.65,4485
MAT-02906,Resistor Latão,Eletrônico,Ativo,491,Baixo,366-730 dias,4094.7200000000003,3656
MAT-01014,Etiqueta Cobre,Embalagem,Ativo,491,Baixo,366-730 dias,9324.48,1766
MAT-06001,Resistor Latão,Eletrônico,Ativo,491,Baixo,366-730 dias,3900.171803809148,3656
MAT-01635,LED Alumínio,Eletrônico,Ativo,491,Baixo,366-730 dias,982.0999999999999,2806
MAT-00135,Resistor Plástico,Eletrônico,Ativo,491,Baixo,366-730 dias,34872.840000000004,942
MAT-02165,Desinfetante PVC,Limpeza,Ativo,490,Baixo,366-730 dias,49582.399999999994,3040
MAT-02117,Junta Aço,Peças,Ativo,490,Baixo,366-730 dias,180404.01,2547
MAT-00839,Bota Inox,EPI,Ativo,489,Baixo,366-730 dias,1029.0,525
MAT-00230,Pasta Cobre,Lubrificante,Ativo,488,Baixo,366-730 dias,96645.5,1325
MAT-01405,Porca M12 Aço,Fixação,Ativo,488,Baixo,366-730 dias,10464.84,1476
MAT-02623,Registro PVC,Hidráulico,Bloqueado,488,Baixo,366-730 dias,35515.44,1926
MAT-01224,Fita Alumínio,Embalagem,Ativo,488,Baixo,366-730 dias,161047.8,2770
MAT-00326,Eixo Plástico,Mecânico,Ativo,488,Baixo,366-730 dias,144798.75,4575
MAT-02805,pasta Inox,Escritório,Ativo,488,Baixo,366-730 dias,79720.70999999999,2131
MAT-02766,Válvula Latão,Hidráulico,Bloqueado,488,Baixo,366-730 dias,148923.56999999998,3111
MAT-00608,Capacitor PVC,Eletrônico,Ativo,488,Baixo,366-730 dias,5736.2,667
MAT-02034,Desinfetante Latão,Limpeza,Bloqueado,487,Baixo,366-730 dias,27195.74,3341
MAT-00227,clipe Latão,Acessórios,Ativo,487,Baixo,366-730 dias,385088.2,4340
MAT-00278,Lâmpada Inox,Elétrico,Ativo,486,Baixo,366-730 dias,126193.5,4835
MAT-06001,CAIXA LATÃO,Embalagem,Ativo,486,Baixo,366-730 dias,68771.8436004941,2236
MAT-01426,Capacitor Cobre,Eletrônico,Inativo,486,Baixo,366-730 dias,179.52,264
MAT-01184,Clipe Alumínio,Acessórios,Ativo,486,Baixo,366-730 dias,2764039.17,2069
MAT-01766,Caixa Latão,Embalagem,Ativo,486,Baixo,366-730 dias,72356.95999999999,2236
MAT-01944,Grampeador Inox,Escritório,Bloqueado,485,Baixo,366-730 dias,8557.48,1396
MAT-01744,Óleo Plástico,Lubrificante,Ativo,485,Baixo,366-730 dias,8074.43,3269
MAT-00776,spray PVC,Lubrificante,Ativo,485,Baixo,366-730 dias,2399.07,633
MAT-00083,Rolamento Cobre,Mecânico,Ativo,485,Baixo,366-730 dias,6337.38,553
