codigo_material,descricao,categoria,estoque_sistema,estoque_fisico,divergencia_qtd,divergencia_perc,divergencia_valor,score_acuracidade,classe_acuracidade,valor_estoque,valor_estoque_fisico
MAT-01225,Desinfetante Latão,Limpeza,2432,2233,-199,-8.18,-4467.55,91.82,C,54598.4,50130.85
MAT-00593,Alicate Plástico,Ferramentas,4965,5368,403,8.12,37313.770000000004,91.88,C,459709.35000000003,497023.12
MAT-06001,Luva XG Cobre,EPI,1542,1417,-125,-8.11,-1065.5170913555075,91.89,C,13144.218838961542,12078.701747606035
MAT-01155,resistor Alumínio,Eletrônico,3945,3625,-320,-8.11,-171280.0,91.89,C,2111561.25,1940281.25
MAT-00387,Furadeira Plástico,Ferramentas,3274,3009,-265,-8.09,-124.55,91.91,C,1538.78,1414.23
MAT-00651,Pasta Plástico,Escritório,4293,4640,347,8.08,2939.09,91.92,C,36361.71,39300.8
MAT-01079,Detergente Cobre,Limpeza,4727,4346,-381,-8.06,-1718.31,91.94,C,21318.77,19600.46
MAT-00761,Martelo Inox,Ferramentas,3522,3804,282,8.01,12126.0,91.99,C,151446.0,163572.0
MAT-06001,Retentor Inox,Peças,2008,1848,-160,-7.97,-15062.234688035578,92.03,C,189031.0453348465,173968.81064681092
MAT-01933,Solvente PVC,Químico,2812,2589,-223,-7.93,-16058.230000000001,92.07,C,202492.12000000002,186433.89
MAT-01172,Arruela Inox,Fixação,2194,2020,-174,-7.93,-556.8000000000001,92.07,C,7020.8,6464.0
MAT-02244,Capacete Plástico,EPI,4748,4372,-376,-7.92,-3135.84,92.08,C,39598.32,36462.479999999996
MAT-00834,Martelo Plástico,Ferramentas,3043,3283,240,7.89,21717.6,92.11,C,275361.07,297078.67
MAT-01410,Mangueira Aço,Hidráulico,4438,4089,-349,-7.86,-2195.21,92.14,C,27915.02,25719.81
MAT-02756,Pasta Cobre,Escritório,2518,2715,197,7.82,11327.5,92.18,C,144785.0,156112.5
MAT-01707,Filtro Alumínio,Pneumático,3242,2989,-253,-7.8,-3577.42,92.2,C,45841.880000000005,42264.46
MAT-01323,Correia Inox,Mecânico,4536,4182,-354,-7.8,-396.48,92.2,C,5080.320000000001,4683.84
MAT-02791,"Tubo 3/4"" Aço",Hidráulico,3405,3140,-265,-7.78,-11779.25,92.22,C,151352.25,139573.0
MAT-06001,Papel Cobre,Escritório,374,345,-29,-7.75,-22474.092374167565,92.25,C,289838.2947565059,267364.2023823383
MAT-02620,Presilha Alumínio,Acessórios,2062,1904,-158,-7.66,-624.1,92.34,C,8144.900000000001,7520.8
MAT-00112,Sensor Latão,Eletrônico,4417,4079,-338,-7.65,-24150.100000000002,92.35,C,315594.65,291444.55
MAT-01344,Alicate Cobre,Ferramentas,3729,3445,-284,-7.62,-1161.56,92.38,C,15251.609999999999,14090.05
MAT-02888,Plástico Alumínio,Embalagem,4153,3841,-312,-7.51,-16667.04,92.49,C,221853.26,205186.22
MAT-01970,Furadeira PVC,Ferramentas,884,818,-66,-7.47,-55562.76,92.53,C,744204.24,688641.48
MAT-01342,Caixa Aço,Embalagem,3938,3645,-293,-7.44,-11342.03,92.56,C,152439.98,141097.95
MAT-00477,Alicate Cobre,Ferramentas,4189,4500,311,7.42,1766.48,92.58,C,23793.52,25560.0
MAT-00469,Alicate Latão,Ferramentas,3748,4026,278,7.42,1979.3600000000001,92.58,C,26685.760000000002,28665.12
MAT-02738,conexão Alumínio,Hidráulico,108,100,-8,-7.41,-4.08,92.59,C,55.08,51.0
MAT-01136,Pasta Inox,Lubrificante,500,463,-37,-7.4,-36086.840000000004,92.6,C,487660.0,451573.16000000003
MAT-01168,Engrenagem Latão,Mecânico,3181,2948,-233,-7.32,-12057.75,92.68,C,164616.75,152559.0
MAT-01105,Martelo Cobre,Ferramentas,2693,2890,197,7.32,721.02,92.68,C,9856.380000000001,10577.4
MAT-01745,Caneta Inox,Escritório,4137,3835,-302,-7.3,-12110.2,92.7,C,165893.7,153783.5
MAT-02450,Clips Latão,Escritório,2276,2442,166,7.29,1147.06,92.71,C,15727.16,16874.22
MAT-01759,Suporte Plástico,Acessórios,3455,3203,-252,-7.29,-876.96,92.71,C,12023.4,11146.44
MAT-02811,Martelo PVC,Ferramentas,2317,2486,169,7.29,214.63,92.71,C,2942.59,3157.2200000000003
MAT-02893,Furadeira Latão,Ferramentas,4798,5147,349,7.27,2216.15,92.73,C,30467.3,32683.449999999997
MAT-06001,BASE PLÁSTICO,Químico,990,918,-72,-7.27,-198.79105107154032,92.73,C,2733.3769522336793,2534.585901162139
MAT-01126,Papel Inox,Escritório,977,1048,71,7.27,4097.41,92.73,C,56382.67,60480.08
MAT-06001,SERRA ALUMÍNIO,Ferramentas,4270,3960,-310,-7.26,-0.0,92.74,C,0.0,0.0
MAT-01210,Graxa Inox,Lubrificante,2233,2071,-162,-7.25,-779.2199999999999,92.75,C,10740.73,9961.509999999998
MAT-01600,Bucha Aço,Mecânico,4122,3827,-295,-7.16,-14077.4,92.84,C,196701.84,182624.44
MAT-06001,correia Alumínio,Mecânico,14,13,-1,-7.14,-1.6549879821335705,92.86,C,23.169831749869985,21.514843767736416
MAT-01529,correia Alumínio,Mecânico,14,13,-1,-7.14,-1.65,92.86,C,23.099999999999998,21.45
MAT-01972,Óleo Latão,Lubrificante,1778,1651,-127,-7.14,-905.51,92.86,C,12677.14,11771.63
MAT-01988,Grampeador PVC,Escritório,4700,5034,334,7.11,801.6,92.89,C,11280.0,12081.6
MAT-02187,Rebite Plástico,Fixação,3806,3537,-269,-7.07,-352072.57999999996,92.93,C,4981368.92,4629296.34
MAT-00339,Vedação Aço,Peças,2239,2081,-158,-7.06,-138720.84,92.94,C,1965797.22,1827076.3800000001
MAT-00839,Bota Inox,EPI,525,488,-37,-7.05,-72.52,92.95,C,1029.0,956.48
MAT-00373,Serra Aço,Ferramentas,4900,5242,342,6.98,3409.7400000000002,93.02,C,48853.0,52262.740000000005
MAT-02074,Base PVC,Químico,86,80,-6,-6.98,-232.92000000000002,93.02,C,3338.52,3105.6
MAT-00946,Fluido Alumínio,Lubrificante,4905,4563,-342,-6.97,-557.4599999999999,93.03,C,7995.15,7437.69
MAT-01522,Caixa PVC,Embalagem,4814,4480,-334,-6.94,-1683.36,93.06,C,24262.56,22579.2
MAT-02386,Etiqueta Cobre,Embalagem,3200,2978,-222,-6.94,-16903.08,93.06,C,243648.0,226744.92
MAT-01274,Interruptor Latão,Elétrico,1621,1509,-112,-6.91,-922.88,93.09,C,13357.04,12434.16
MAT-02498,Papel Inox,Escritório,2021,2160,139,6.88,1349.69,93.12,C,19623.910000000003,20973.600000000002
MAT-00564,Lâmpada Latão,Elétrico,3199,2980,-219,-6.85,-16109.640000000001,93.15,C,235318.44,219208.80000000002
MAT-00981,Suporte Alumínio,Acessórios,4632,4316,-316,-6.82,-2180.4,93.18,C,31960.800000000003,29780.4
MAT-00423,Mangueira Cobre,Hidráulico,4738,4420,-318,-6.71,-1074.84,93.29,C,16014.439999999999,14939.6
MAT-01452,Junta PVC,Peças,3912,3651,-261,-6.67,-234.9,93.33,C,3520.8,3285.9
MAT-00323,serra Plástico,Ferramentas,1458,1555,97,6.65,6290.45,93.35,C,94551.29999999999,100841.74999999999
MAT-01938,Válvula Aço,Pneumático,1954,1824,-130,-6.65,-12762.1,93.35,C,191824.18,179062.08000000002
MAT-01782,Arruela PVC,Fixação,3429,3201,-228,-6.65,-1988.16,93.35,C,29900.88,27912.72
MAT-02861,Clipe PVC,Acessórios,815,761,-54,-6.63,-3035.88,93.37,C,45819.299999999996,42783.42
MAT-01170,Bota PVC,EPI,1794,1675,-119,-6.63,-124093.2,93.37,C,1870783.2,1746690.0
MAT-01291,Chave PVC,Ferramentas,2552,2721,169,6.62,96.33,93.38,C,1454.6399999999999,1550.9699999999998
MAT-01550,Fita Cobre,Embalagem,302,282,-20,-6.62,-162.2,93.38,C,2449.22,2287.02
MAT-00868,Martelo PVC,Ferramentas,4024,4289,265,6.59,301474.60000000003,93.41,C,4577863.36,4879337.960000001
MAT-01181,Etiqueta Plástico,Embalagem,4811,4495,-316,-6.57,-568.8000000000001,93.43,C,8659.800000000001,8091.0
MAT-02277,Martelo Plástico,Ferramentas,2683,2859,176,6.56,0.0,93.44,C,0.0,0.0
MAT-02932,Reagente em Plástico,Químico,4119,3849,-270,-6.55,-1228.5,93.45,C,18741.45,17512.95
MAT-02201,Registro Plástico,Hidráulico,46,43,-3,-6.52,-5348.16,93.48,C,82005.12,76656.96
MAT-01039,Alicate Inox,Ferramentas,1488,1391,-97,-6.52,-6416.55,93.48,C,98431.20000000001,92014.65000000001
MAT-01990,Fluido PVC,Lubrificante,4730,4423,-307,-6.49,-534.18,93.51,C,8230.2,7696.0199999999995
MAT-01558,Furadeira Inox,Ferramentas,4212,4478,266,6.32,1995.0,93.68,C,31590.0,33585.0
MAT-01646,Martelo Aço,Ferramentas,4127,4387,260,6.3,2496.0,93.7,C,39619.2,42115.2
MAT-02548,Mangueira Inox,Pneumático,1260,1181,-79,-6.27,-113.75999999999999,93.73,C,1814.3999999999999,1700.6399999999999
MAT-06001,BOTA COBRE,EPI,575,539,-36,-6.26,-10446.804571335624,93.74,C,166858.68412549954,156411.87955416393
MAT-01562,Pasta Inox,Escritório,3295,3089,-206,-6.25,-367722.36,93.75,C,5881772.7,5514050.34
MAT-06001,Caneta Plástico,Escritório,1819,1706,-113,-6.21,-451.6761336739185,93.79,C,7270.786611972193,6819.110478298275
MAT-06001,BASE PLÁSTICO,Químico,161,151,-10,-6.21,-336.0504535913333,93.79,C,5410.412302820466,5074.3618492291325
MAT-02184,Pasta em Aço,Lubrificante,2310,2167,-143,-6.19,-523.38,93.81,C,8454.6,7931.22
MAT-00398,Chave Plástico,Ferramentas,4764,5057,293,6.15,28851.71,93.85,C,469111.08,497962.79
MAT-00598,Caneta Cobre,Escritório,2458,2609,151,6.14,283.88,93.86,C,4621.04,4904.92
MAT-00318,Pano Aço,Limpeza,1351,1269,-82,-6.07,-65834.52,93.93,C,1084663.86,1018829.34
MAT-01098,Vedação Cobre,Peças,1369,1286,-83,-6.06,-99.6,93.94,C,1642.8,1543.2
MAT-01835,Retentor Inox,Peças,2590,2434,-156,-6.02,-11026.080000000002,93.98,C,183061.2,172035.12000000002
MAT-01994,Sensor Plástico,Eletrônico,4576,4301,-275,-6.01,-98870.74999999999,93.99,C,1645209.2799999998,1546338.5299999998
MAT-00815,Fita Aço,Embalagem,2820,2651,-169,-5.99,-186369.82,94.01,C,3109839.6,2923469.78
MAT-00229,Pasta PVC,Escritório,3255,3061,-194,-5.96,-1195.04,94.04,C,20050.8,18855.760000000002
MAT-02870,Lâmpada Cobre,Elétrico,1347,1267,-80,-5.94,-6348.0,94.06,C,106884.45,100536.45
MAT-06001,SERRA LATÃO,Ferramentas,2356,2216,-140,-5.94,-0.0,94.06,C,0.0,0.0
MAT-06001,Papel Inox,Escritório,849,899,50,5.89,407.5082805365569,94.11,C,6919.490603510736,7326.998884047293
MAT-02699,Papelão Aço,Embalagem,1410,1327,-83,-5.89,-167.66,94.11,C,2848.2,2680.54
MAT-00429,Papel Inox,Escritório,1790,1685,-105,-5.87,-3264.45,94.13,C,55651.1,52386.65
MAT-01780,Mangueira PVC,Pneumático,443,417,-26,-5.87,-585.0,94.13,C,9967.5,9382.5
MAT-00843,Pasta Aço,Escritório,1676,1774,98,5.85,292.04,94.15,C,4994.48,5286.5199999999995
MAT-00303,clipe Latão,Acessórios,2715,2557,-158,-5.82,-913.24,94.18,C,15692.7,14779.460000000001
MAT-01273,Alicate Inox,Ferramentas,121,114,-7,-5.79,-467.73999999999995,94.21,C,8085.219999999999,7617.48
MAT-01347,Correia Plástico,Mecânico,1711,1613,-98,-5.73,-5924.1,94.27,C,103429.95000000001,97505.85
MAT-01113,Spray PVC,Lubrificante,937,884,-53,-5.66,-473.28999999999996,94.34,C,8367.41,7894.12
MAT-01774,Arruela Aço,Fixação,177,167,-10,-5.65,-53.2,94.35,C,941.6400000000001,888.44
MAT-02406,Caneta Alumínio,Escritório,4148,4381,233,5.62,1933.9,94.38,C,34428.4,36362.3
MAT-00350,Caneta Alumínio,Escritório,3896,3679,-217,-5.57,-50400.42,94.43,C,904884.96,854484.5399999999
MAT-01544,Abraçadeira Inox,Acessórios,18,17,-1,-5.56,-62.85,94.44,C,1131.3,1068.45
MAT-01259,Bucha Latão,Mecânico,3500,3308,-192,-5.49,-823.6800000000001,94.51,C,15015.0,14191.32
MAT-02103,Fita Alumínio,Embalagem,3269,3091,-178,-5.45,-97.9,94.55,C,1797.95,1700.0500000000002
MAT-02562,Caneta Inox,Escritório,4263,4031,-232,-5.44,-2085.68,94.56,C,38324.37,36238.69
MAT-01779,Martelo Plástico,Ferramentas,2878,2723,-155,-5.39,-140657.85,94.61,C,2611698.66,2471040.81
MAT-02451,Máscara Inox,EPI,2854,2702,-152,-5.33,-1064.0,94.67,C,19978.0,18914.0
MAT-02720,Grampeador Alumínio,Escritório,2226,2344,118,5.3,608.88,94.7,C,11486.16,12095.04
MAT-01391,Pasta Cobre,Escritório,3123,3288,165,5.28,13343.550000000001,94.72,C,252557.01,265900.56
MAT-01818,Tomada PVC,Elétrico,4356,4126,-230,-5.28,-1541.0,94.72,C,29185.2,27644.2
MAT-00882,Caixa Aço,Embalagem,893,846,-47,-5.26,-74.26,94.74,C,1410.94,1336.68
MAT-01005,Abraçadeira Inox,Acessórios,4277,4052,-225,-5.26,-14724.0,94.74,C,279886.88,265162.88
MAT-00077,Disjuntor Latão,Elétrico,2984,2828,-156,-5.23,-82.68,94.77,C,1581.52,1498.8400000000001
MAT-01583,Desinfetante em Plástico,Limpeza,1804,1710,-94,-5.21,-858.22,94.79,C,16470.52,15612.300000000001
MAT-00212,Caneta Aço,Escritório,1458,1382,-76,-5.21,-18176.92,94.79,C,348709.86,330532.94
MAT-00228,Óleo PVC,Lubrificante,58,55,-3,-5.17,-81.03,94.83,C,1566.5800000000002,1485.5500000000002
MAT-00021,Módulo Plástico,Eletrônico,2139,2029,-110,-5.14,-1372.8,94.86,C,26694.72,25321.920000000002
MAT-06001,CANETA ALUMÍNIO,Escritório,3896,4094,198,5.08,47025.353337184904,94.92,C,925306.952533699,972332.3058708839
MAT-02109,Óleo Plástico,Lubrificante,2431,2308,-123,-5.06,-9890.43,94.94,C,195476.71,185586.28
MAT-01341,Chave Latão,Ferramentas,4622,4856,234,5.06,42.12,94.94,C,831.9599999999999,874.0799999999999
MAT-01581,Chave Alumínio,Ferramentas,319,303,-16,-5.02,-92.0,94.98,C,1834.25,1742.25
MAT-00640,Balde Plástico,Limpeza,4020,3818,-202,-5.02,-587.82,94.98,C,11698.2,11110.380000000001
MAT-01280,Pasta Cobre,Lubrificante,2953,2805,-148,-5.01,-9110.880000000001,94.99,C,181786.68,172675.80000000002
MAT-00742,Clips Aço,Escritório,1905,1810,-95,-4.99,-49029.5,95.01,B,983170.5,934141.0
MAT-01520,Capacitor Inox,Eletrônico,161,153,-8,-4.97,-4164.0,95.03,B,83800.5,79636.5
MAT-01031,Fita Latão,Embalagem,464,441,-23,-4.96,-74.06,95.04,B,1494.0800000000002,1420.02
MAT-06001,RETENTOR AÇO,Peças,4646,4876,230,4.95,1108.9045612295954,95.05,B,22399.87213683783,23508.77669806742
MAT-01704,Clips Latão,Escritório,2246,2357,111,4.94,2525.25,95.06,B,51096.5,53621.75
MAT-06001,Rolamento PVC,Mecânico,1643,1724,81,4.93,18427.7000447576,95.07,B,373786.5576979844,392214.25774274196
MAT-02190,Mangueira Cobre,Hidráulico,2522,2398,-124,-4.92,-10726.0,95.08,B,218153.0,207427.0
MAT-01494,Óculos Cobre,EPI,3114,2961,-153,-4.91,-405.45,95.09,B,8252.1,7846.65
MAT-02651,Caneta Latão,Escritório,4489,4269,-220,-4.9,-928.4,95.1,B,18943.579999999998,18015.18
MAT-06001,Filtro PVC,Pneumático,4964,4721,-243,-4.9,-928.0328860273385,95.1,B,18957.84051950497,18029.807633477634
MAT-01428,Etiqueta Cobre,Embalagem,2962,2817,-145,-4.9,-854.05,95.1,B,17446.18,16592.129999999997
MAT-00858,Módulo Latão,Eletrônico,4460,4678,218,4.89,17152.24,95.11,B,350912.80000000005,368065.04000000004
MAT-02683,Chave Plástico,Ferramentas,4564,4787,223,4.89,6368.88,95.11,B,130347.84,136716.72
MAT-02942,Martelo Latão,Ferramentas,717,752,35,4.88,1178.1,95.12,B,24134.219999999998,25312.319999999996
MAT-02372,Prego Inox,Fixação,2582,2708,126,4.88,850.5,95.12,B,17428.5,18279.0
MAT-01559,clips Alumínio,Escritório,1786,1699,-87,-4.87,-120087.84,95.13,B,2465251.52,2345163.6799999997
MAT-02017,Fluido Inox,Lubrificante,1900,1992,92,4.84,7201.76,95.16,B,148732.0,155933.76
MAT-01303,Resistor Inox,Eletrônico,2575,2451,-124,-4.82,-1173.0400000000002,95.18,B,24359.500000000004,23186.460000000003
MAT-00065,Vedação Latão,Peças,3515,3346,-169,-4.81,-976.82,95.19,B,20316.7,19339.88
MAT-01243,Pasta Alumínio,Escritório,3540,3710,170,4.8,0.0,95.2,B,0.0,0.0
MAT-00525,Grampeador Plástico,Escritório,2751,2619,-132,-4.8,-12892.44,95.2,B,268690.17,255797.73
MAT-00331,Furadeira Inox,Ferramentas,1212,1270,58,4.79,36208.82,95.21,B,756639.48,792848.2999999999
MAT-00132,Tomada Inox,Elétrico,605,576,-29,-4.79,-229.39000000000001,95.21,B,4785.55,4556.16
MAT-00353,Engrenagem Inox,Mecânico,4259,4463,204,4.79,1354.56,95.21,B,28279.76,29634.32
MAT-02789,Pasta Latão,Escritório,2798,2932,134,4.79,112.56,95.21,B,2350.3199999999997,2462.88
MAT-02223,Papel Cobre,Escritório,986,1033,47,4.77,294.21999999999997,95.23,B,6172.36,6466.58
MAT-02407,Fita Plástico,Embalagem,4111,3915,-196,-4.77,-766.36,95.23,B,16074.01,15307.650000000001
MAT-00568,Chave Cobre,Ferramentas,42,40,-2,-4.76,-165.8,95.24,B,3481.8,3316.0
MAT-01351,Papel Cobre,Escritório,3447,3611,164,4.76,536.28,95.24,B,11271.69,11807.97
MAT-01340,Mangueira Inox,Hidráulico,1818,1732,-86,-4.73,-5196.12,95.27,B,109843.56,104647.44
MAT-00221,Eixo em Aço,Mecânico,2240,2346,106,4.73,557.56,95.27,B,11782.4,12339.96
MAT-00586,Serra Alumínio,Ferramentas,993,1040,47,4.73,255.68,95.27,B,5401.92,5657.6
MAT-00035,máscara Inox,EPI,3900,4084,184,4.72,456.32,95.28,B,9672.0,10128.32
MAT-02533,Papel Inox,Escritório,871,830,-41,-4.71,-159.9,95.29,B,3396.9,3237.0
MAT-06001,Vedação Alumínio,Peças,1274,1214,-60,-4.71,-191.14245144189144,95.29,B,4058.5913856161615,3867.44893417427
MAT-06001,PASTA PVC,Escritório,4215,4017,-198,-4.7,-14982.81752388981,95.3,B,318952.40334947244,303969.5858255826
MAT-00969,Caneta Inox,Escritório,1915,2005,90,4.7,339.3,95.3,B,7219.55,7558.85
MAT-02838,Alicate Alumínio,Ferramentas,2624,2501,-123,-4.69,-0.0,95.31,B,0.0,0.0
MAT-00599,Chave Latão,Ferramentas,3480,3643,163,4.68,541.16,95.32,B,11553.599999999999,12094.76
MAT-01209,Grampeador em Plástico,Escritório,385,367,-18,-4.68,-728.46,95.32,B,15580.949999999999,14852.49
MAT-02583,Prego em Latão,Fixação,2743,2871,128,4.67,2670.08,95.33,B,57218.979999999996,59889.06
MAT-00510,Chave Cobre,Ferramentas,3470,3308,-162,-4.67,-138208.68,95.33,B,2960395.8,2822187.12
MAT-01493,Furadeira Alumínio,Ferramentas,2876,3010,134,4.66,493.12,95.34,B,10583.68,11076.800000000001
MAT-02350,Óculos Inox,EPI,2688,2813,125,4.65,1218.75,95.35,B,26208.0,27426.75
MAT-00148,Abraçadeira Plástico,Acessórios,560,534,-26,-4.64,-176.79999999999998,95.36,B,3808.0,3631.2
MAT-00803,Rolamento Alumínio,Mecânico,3252,3101,-151,-4.64,-687.05,95.36,B,14796.599999999999,14109.55
MAT-02164,Vedação Alumínio,Peças,4549,4760,211,4.64,78.07,95.36,B,1683.1299999999999,1761.2
MAT-00895,Vassoura Aço,Limpeza,3838,3660,-178,-4.64,-16215.8,95.36,B,349641.8,333426.0
MAT-02555,Chave Latão,Ferramentas,1232,1289,57,4.63,106879.56,95.37,B,2310098.56,2416978.12
MAT-00637,Pasta Aço,Escritório,2250,2146,-104,-4.62,-687.44,95.38,B,14872.5,14185.060000000001
MAT-02657,Caneta Plástico,Escritório,1819,1903,84,4.62,330.96,95.38,B,7166.86,7497.82
MAT-00675,Clips Alumínio,Escritório,3457,3298,-159,-4.6,-222.6,95.4,B,4839.799999999999,4617.2
MAT-02045,Martelo Plástico,Ferramentas,1414,1349,-65,-4.6,-146.89999999999998,95.4,B,3195.64,3048.74
MAT-02034,Desinfetante Latão,Limpeza,3341,3494,153,4.58,1245.42,95.42,B,27195.74,28441.160000000003
MAT-01895,Eixo Alumínio,Mecânico,2707,2831,124,4.58,803.5200000000001,95.42,B,17541.36,18344.88
MAT-06001,Grampeador PVC,Escritório,633,604,-29,-4.58,-162.73111860106036,95.42,B,3552.027519809352,3389.2964012082916
MAT-02177,Caneta Latão,Escritório,3865,4041,176,4.55,170945.28,95.45,B,3753997.1999999997,3924942.48
MAT-01116,Chave PVC,Ferramentas,1679,1603,-76,-4.53,-5845.92,95.47,B,129148.68000000001,123302.76000000001
MAT-01453,Chave Cobre,Ferramentas,1281,1223,-58,-4.53,-5211.88,95.47,B,115110.66,109898.78
MAT-01163,Serra Alumínio,Ferramentas,3420,3575,155,4.53,943.9499999999999,95.47,B,20827.8,21771.75
MAT-00337,graxa Aço,Lubrificante,4017,3835,-182,-4.53,-728.0,95.47,B,16068.0,15340.0
MAT-02194,Pasta Aço,Escritório,3674,3508,-166,-4.52,-0.0,95.48,B,0.0,0.0
MAT-01725,Alicate Latão,Ferramentas,1485,1418,-67,-4.51,-129783.01999999999,95.49,B,2876534.1,2746751.08
MAT-01957,Pano Inox,Limpeza,1108,1158,50,4.51,367.0,95.49,B,8132.72,8499.72
MAT-00206,Serra Latão,Ferramentas,2356,2462,106,4.5,5933.88,95.5,B,131888.88,137822.75999999998
MAT-00001,Papel Cobre,Escritório,4467,4668,201,4.5,59242.740000000005,95.5,B,1316603.58,1375846.32
MAT-02899,Caixa Latão,Embalagem,1226,1281,55,4.49,88761.2,95.51,B,1978567.8399999999,2067329.0399999998
MAT-00288,Caneta Alumínio,Escritório,2525,2638,113,4.48,978.58,95.52,B,21866.5,22845.08
MAT-01301,Papel Plástico,Escritório,4108,3924,-184,-4.48,-4631.280000000001,95.52,B,103398.36,98767.08
MAT-01422,Pasta Plástico,Escritório,1905,1990,85,4.46,613.6999999999999,95.54,B,13754.1,14367.8
MAT-02797,Vedação Inox,Peças,3327,3475,148,4.45,290.08,95.55,B,6520.92,6811.0
MAT-00151,Óleo Aço,Lubrificante,495,473,-22,-4.44,-298.76,95.56,B,6722.1,6423.34
MAT-02136,Chave PVC,Ferramentas,702,733,31,4.42,6858.13,95.58,B,155303.46,162161.59
MAT-01305,Alicate Latão,Ferramentas,2151,2056,-95,-4.42,-99.75,95.58,B,2258.55,2158.8
MAT-06001,PANO INOX,Limpeza,2599,2484,-115,-4.42,-167.93616288856452,95.58,B,3795.3572812815582,3627.421118392994
MAT-02255,Grampeador Alumínio,Escritório,4331,4522,191,4.41,16498.579999999998,95.59,B,374111.77999999997,390610.36
MAT-06001,Martelo Cobre,Ferramentas,3526,3681,155,4.4,223552.24193070355,95.6,B,5085452.935791359,5309005.177722063
MAT-00006,Reagente Alumínio,Químico,4042,4219,177,4.38,260.19,95.62,B,5941.74,6201.93
MAT-02599,Papel Alumínio,Escritório,3697,3535,-162,-4.38,-14886.18,95.62,B,339717.33,324831.15
MAT-01579,Furadeira Aço,Ferramentas,4990,4772,-218,-4.37,-305.2,95.63,B,6986.0,6680.799999999999
MAT-00236,Plástico Inox,Embalagem,1557,1625,68,4.37,103203.6,95.63,B,2363058.9,2466262.5
MAT-00512,Caneta PVC,Escritório,229,239,10,4.37,84.80000000000001,95.63,B,1941.92,2026.72
MAT-00551,Catalisador PVC,Químico,2888,3014,126,4.36,1413.72,95.64,B,32403.36,33817.08
MAT-01756,Pasta Plástico,Escritório,3634,3476,-158,-4.35,-6307.360000000001,95.65,B,145069.28,138761.92
MAT-00914,Vedação Alumínio,Peças,2093,2184,91,4.35,2319.5899999999997,95.65,B,53350.57,55670.159999999996
MAT-02135,Martelo Inox,Ferramentas,1426,1488,62,4.35,272.8,95.65,B,6274.400000000001,6547.200000000001
MAT-02996,Vedação Latão,Peças,346,331,-15,-4.34,-11505.3,95.66,B,265388.92,253883.62
MAT-01633,Martelo Alumínio,Ferramentas,2625,2511,-114,-4.34,-7547.94,95.66,B,173801.24999999997,166253.31
MAT-02961,Plástico Cobre,Embalagem,4896,5107,211,4.31,287991.79000000004,95.69,B,6682501.44,6970493.23
MAT-06001,Grampeador Cobre,Escritório,4056,3881,-175,-4.31,-870.2911966063147,95.69,B,20170.863391058356,19300.57219445204
MAT-01047,Serra Plástico,Ferramentas,2274,2176,-98,-4.31,-586.0400000000001,95.69,B,13598.52,13012.480000000001
MAT-01046,Martelo Cobre,Ferramentas,140,146,6,4.29,2803.7400000000002,95.71,B,65420.600000000006,68224.34
MAT-06001,Caneta Plástico,Escritório,3108,3241,133,4.28,771.3740150528282,95.72,B,18025.79277281346,18797.16678786629
MAT-02102,"tubo 3/4"" Plástico",Hidráulico,4335,4520,185,4.27,1537.3500000000001,95.73,B,36023.85,37561.200000000004
MAT-00581,Serra Cobre,Ferramentas,141,135,-6,-4.26,-26.94,95.74,B,633.09,606.15
MAT-00326,Eixo Plástico,Mecânico,4575,4380,-195,-4.26,-6171.75,95.74,B,144798.75,138627.0
MAT-01165,Tomada Latão,Elétrico,47,45,-2,-4.26,-4.6,95.74,B,108.1,103.49999999999999
MAT-02956,Pasta em Plástico,Escritório,1319,1375,56,4.25,357.28,95.75,B,8415.22,8772.5
MAT-00157,Fluido Latão,Lubrificante,1908,1989,81,4.25,71204.67,95.75,B,1677265.56,1748470.2300000002
