codigo_material,descricao,status,caminho,sla_horas,motivos
MAT-00290,Reagente Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00291,Válvula Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00292,Catalisador Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00293,Pano PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00294,Registro PVC,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-00295,Desinfetante Alumínio,REJEITADO,0,0,NCM vazio
MAT-00296,Retentor Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00297,Interruptor Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00298,Válvula PVC,REJEITADO,0,0,NCM vazio; Unidade 'M²' não padronizada
MAT-00299,Chave Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00300,Válvula Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00301,Correia Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00302,Ácido Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00303,clipe Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00304,Clips Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00305,Balde Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00306,Mangueira Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00307,Eixo Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00308,Cilindro PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00309,Bucha Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00310,Bucha Latão,REJEITADO,0,0,NCM vazio
MAT-00311,Rolamento PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00312,Chave Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00313,Papelão Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00314,Alicate Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00315,Registro Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00316,Registro Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00317,Fita Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00318,Pano Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00319,Porca M16 Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00320,Catalisador Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00321,Conexão Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00322,Interruptor Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00323,serra Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00324,Cilindro Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00325,Retentor Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00326,Eixo Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00327,Caneta Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00328,Óculos Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00329,Capacitor Cobre,REJEITADO,0,0,NCM vazio
MAT-00330,Cilindro PVC,REJEITADO,0,0,NCM vazio; Preço inválido (deve ser > 0); Unidade 'RL' não padronizada
MAT-00331,Furadeira Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00332,Rolamento PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00333,Etiqueta Inox,REJEITADO,0,0,NCM vazio; Unidade 'M²' não padronizada
MAT-00334,Disjuntor Inox,REJEITADO,0,0,NCM vazio
MAT-00335,Luva GG Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00336,Resistor Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00337,graxa Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00338,LED Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00339,Vedação Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00340,Prego PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00341,Furadeira Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00342,Abraçadeira PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00343,Vedação PVC,REJEITADO,0,0,NCM vazio
MAT-00344,Retentor Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0); Unidade 'GL' não padronizada
MAT-00345,Clipe Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00346,Furadeira Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00347,Desinfetante Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00348,Base Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00349,Bota Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00350,Caneta Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00351,Bucha Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00352,Grampeador Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00353,Engrenagem Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00354,Pasta Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00355,Vassoura Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00356,Desinfetante Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00357,Suporte Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00358,Resistor Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00359,Prego Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00360,Bucha PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00361,Suporte Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00362,Rolamento Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00363,Grampeador Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00364,Fita em Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00365,Luva XG PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00366,Mangueira Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00367,spray Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00368,Caixa Latão,REJEITADO,0,0,NCM vazio; Unidade 'RL' não padronizada
MAT-00369,Pasta Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00370,Clipe Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0)
MAT-00371,Pasta Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00372,Válvula Alumínio,REJEITADO,0,0,NCM vazio
MAT-00373,Serra Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00374,Pano Inox,REJEITADO,0,0,NCM vazio
MAT-00375,Clipe Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00376,Fita Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00377,Alicate Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00378,Cilindro Plástico,REJEITADO,0,0,NCM vazio
MAT-00379,Válvula PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00380,Conexão Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00381,Alicate Alumínio,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-00382,Tomada Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00383,Cilindro Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00384,Capacitor em Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00385,Reagente Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00386,Válvula Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00387,Furadeira Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00388,Óculos Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00389,Presilha Inox,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-00390,Interruptor Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00391,Detergente Alumínio,REJEITADO,0,0,NCM vazio; Unidade 'M²' não padronizada
MAT-00392,Rolamento Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00393,Correia Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00394,Presilha Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00395,Suporte Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00396,Clipe Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00397,Óculos Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00398,Chave Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00399,Serra Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00400,Balde Latão,REJEITADO,0,0,NCM vazio; Unidade 'M²' não padronizada
MAT-00401,Reagente Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00402,Conexão Aço,REJEITADO,0,0,NCM vazio; Unidade 'L' não padronizada
MAT-00403,Pano Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00404,Bota Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00405,Fluido Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00406,Bucha PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00407,Base Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00408,Rebite Alumínio,REJEITADO,0,0,NCM vazio; Unidade 'RL' não padronizada
MAT-00409,Retentor Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00410,Arruela Alumínio,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-00411,Abraçadeira Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00412,Detergente Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00413,Retentor PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00414,Caixa PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00415,Martelo em Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00416,Engrenagem Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00417,Reagente Aço,REJEITADO,0,0,NCM vazio
MAT-00418,Retentor Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00419,Suporte PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00420,Eixo Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00421,Pasta PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00422,Pano PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00423,Mangueira Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00424,Caneta Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00425,Válvula Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00426,Suporte Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00427,Disjuntor Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00428,Mangueira Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00429,Papel Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00430,Capacete em Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00431,Filtro Alumínio,REJEITADO,0,0,NCM vazio; Unidade 'M²' não padronizada
MAT-00432,Vedação Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00433,Reagente Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0); Unidade 'GL' não padronizada
MAT-00434,Pano em Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00435,Eixo Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00436,Gancho Inox,REJEITADO,0,0,NCM vazio; Preço inválido (deve ser > 0); Unidade 'GL' não padronizada
MAT-00437,Abraçadeira Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00438,Balde PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00439,Abraçadeira Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00440,Fluido Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00441,Parafuso M8 Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00442,Filtro Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00443,Engrenagem Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00444,Graxa Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00445,Arruela Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00446,Filtro PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00447,Capacete Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00448,Rolamento Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00449,"Tubo 3/4"" Cobre",REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00450,Lâmpada Latão,REJEITADO,0,0,NCM vazio
MAT-00451,Cilindro PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00452,Óculos Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00453,Presilha Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00454,pasta Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00455,Desinfetante Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00456,Solvente Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00457,Grampeador Inox,REJEITADO,0,0,NCM vazio; Unidade 'L' não padronizada
MAT-00458,Papel Latão,REJEITADO,0,0,NCM vazio
MAT-00459,Serra em Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00460,Óleo Plástico,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-00461,Papel Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00462,Papel Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00463,Etiqueta Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00464,Clips Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00465,Serra Inox,REJEITADO,0,0,NCM vazio
MAT-00466,Graxa Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00467,Pano Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00468,Presilha Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00469,Alicate Latão,REJEITADO,0,0,NCM vazio
MAT-00470,Solvente Cobre,REJEITADO,0,0,NCM vazio; Unidade 'L' não padronizada
MAT-00471,caneta Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00472,Chave Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00473,Chave Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00474,Disjuntor Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00475,Caneta em PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00476,Anel Alumínio,REJEITADO,0,0,NCM vazio
MAT-00477,Alicate Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00478,Máscara Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00479,Detergente Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00480,Filtro Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00481,Filtro Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00482,Catalisador Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00483,Registro Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00484,Capacitor Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00485,Parafuso M12 Alumínio,REJEITADO,0,0,NCM vazio
MAT-00486,Arruela Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00487,Abraçadeira Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00488,Fluido Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00489,Conexão Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00490,conexão Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00491,Rolamento Alumínio,REJEITADO,0,0,NCM vazio
MAT-00492,Etiqueta Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00493,Válvula Inox,REJEITADO,0,0,NCM vazio
MAT-00494,Válvula Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00495,Tomada Cobre,REJEITADO,0,0,NCM vazio; Unidade 'M²' não padronizada
MAT-00496,Engrenagem Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00497,Cabo 4mm² Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00498,Base em Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00499,Retentor Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00500,Anel Alumínio,REJEITADO,0,0,NCM vazio; Unidade 'L' não padronizada
MAT-00501,Martelo Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00502,Fluido Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00503,parafuso M10 Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00504,Chave PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00505,LED Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00506,Pano Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00507,capacete Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00508,led Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00509,Anel Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00510,Chave Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00511,interruptor Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00512,Caneta PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00513,Caneta PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0); Unidade 'RL' não padronizada
MAT-00514,Rolamento Alumínio,REJEITADO,0,0,NCM vazio; Unidade 'L' não padronizada
MAT-00515,Máscara Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00516,Martelo Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00517,Interruptor PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00518,óculos PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00519,Anel Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00520,Desinfetante Cobre,REJEITADO,0,0,NCM vazio
MAT-00521,Parafuso M12 Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00522,Graxa Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00523,LED Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00524,Reagente Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00525,Grampeador Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00526,chave Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00527,"Tubo 1.1/4"" PVC",REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00528,Lâmpada Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00529,Clipe Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00530,Caneta Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00531,Base Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00532,Anel Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00533,Alicate Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00534,Suporte PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00535,Bucha Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00536,Suporte Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00537,Válvula em PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0)
MAT-00538,Máscara Latão,REJEITADO,0,0,NCM vazio
MAT-00539,Balde Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00540,Mangueira em Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00541,Junta Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00542,Ácido Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00543,Válvula Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00544,Plástico Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00545,Graxa Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00546,resistor Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00547,Bucha PVC,REJEITADO,0,0,NCM vazio; Unidade 'RL' não padronizada
MAT-00548,Filtro Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00549,Máscara Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00550,Clips PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00551,Catalisador PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00552,Anel PVC,REJEITADO,0,0,NCM vazio
MAT-00553,Presilha Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00554,Fita Alumínio,REJEITADO,0,0,NCM vazio; Unidade 'GL' não padronizada
MAT-00555,Resistor Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00556,Arruela Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00557,Conexão Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00558,Sensor Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00559,Cabo 16mm² Plástico,REJEITADO,0,0,NCM vazio
MAT-00560,Máscara Cobre,REJEITADO,0,0,NCM vazio; Unidade 'L' não padronizada
MAT-00561,"Tubo 1/2"" Plástico",REJEITADO,0,0,NCM vazio; Unidade 'RL' não padronizada
MAT-00562,Cabo 4mm² Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00563,Reagente Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00564,Lâmpada Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00565,Presilha Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00566,Anel Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00567,Etiqueta Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00568,Chave Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00569,Óculos Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00570,Arruela Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00571,Suporte Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
